Ship,Berth,MooringTime,HandlingTime
5,0,6,8
13,0,22,9
19,0,32,8
34,0,68,22
56,0,103,22
92,0,158,3
96,0,164,29
21,1,39,9
40,1,81,16
55,1,100,19
93,1,158,33
10,2,17,19
23,2,44,38
47,2,94,17
58,2,111,18
78,2,135,6
94,2,161,12
2,3,3,60
64,3,117,50
75,3,167,66
97,3,233,58
36,4,73,14
67,4,123,21
99,4,166,39
18,5,31,19
70,5,126,38
15,6,25,33
29,6,61,40
26,7,47,28
39,7,78,5
50,7,94,16
88,7,151,20
62,8,117,51
3,9,3,18
20,9,36,7
22,9,43,5
32,9,67,11
45,9,92,6
54,9,99,6
65,9,121,10
76,9,133,2
79,9,137,13
90,9,157,5
98,9,165,6
8,10,14,52
43,10,88,18
35,11,68,45
63,11,117,38
6,12,8,17
37,12,76,22
61,12,116,20
86,12,146,14
52,13,98,5
57,13,108,3
0,14,1,9
17,14,29,12
28,14,51,18
41,14,83,4
46,14,92,22
69,14,125,5
85,14,143,14
95,14,163,38
9,15,16,26
27,15,49,9
51,15,98,10
84,15,141,15
31,16,65,12
49,16,94,50
7,17,12,183
1,18,2,3
11,18,17,36
33,18,67,21
48,18,94,13
68,18,124,2
80,18,137,9
89,18,157,13
4,19,5,9
12,19,20,38
42,19,84,28
71,19,126,12
82,19,138,4
91,19,157,21
60,20,116,35
77,20,151,26
25,21,45,33
44,21,89,14
73,21,130,25
14,22,24,25
66,22,122,35
24,23,44,10
30,23,64,11
53,23,99,21
74,23,130,17
87,23,149,36
16,24,27,42
38,24,78,21
59,24,116,11
83,24,139,25
