Ship,Berth,MooringTime,HandlingTime
4,0,5,9
10,0,17,19
20,0,36,7
24,0,44,10
36,0,73,14
44,0,89,14
74,0,130,17
90,0,157,5
98,0,165,6
14,1,24,25
30,1,64,11
99,1,166,39
16,2,27,42
35,2,69,45
69,2,125,5
78,2,135,6
89,2,157,13
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
19,4,32,8
26,4,47,28
45,4,92,6
62,4,117,51
60,5,116,35
15,6,25,33
54,6,99,6
93,6,158,33
6,7,8,17
21,7,39,9
50,7,94,16
88,7,151,20
70,8,126,38
22,9,43,5
32,9,67,11
40,9,81,16
55,9,100,19
65,9,121,10
85,9,143,14
96,9,164,29
23,10,44,38
43,10,88,18
63,10,117,38
1,11,2,3
42,11,84,28
83,11,139,25
27,12,49,9
31,12,65,12
39,12,78,5
56,12,103,22
87,12,149,36
52,13,98,5
57,13,108,3
11,14,17,36
34,14,68,22
48,14,94,13
58,14,111,18
80,14,137,9
91,14,157,21
9,15,16,26
37,15,76,22
51,15,98,10
61,15,116,20
86,15,146,14
29,16,61,40
84,16,141,15
7,17,12,183
8,18,14,52
46,18,92,22
59,18,116,11
95,18,163,38
0,19,1,9
12,19,20,38
41,19,83,4
47,19,94,17
68,19,124,2
71,19,126,12
82,19,138,4
94,19,161,12
66,20,122,35
25,21,45,33
73,21,130,25
49,22,94,50
77,22,144,26
5,23,6,8
13,23,22,9
18,23,31,19
33,23,67,21
53,23,99,21
76,23,133,2
79,23,137,13
92,23,158,3
3,24,3,18
17,24,29,12
28,24,51,18
38,24,78,21
67,24,123,21
