Ship,Berth,MooringTime,HandlingTime
3,0,3,18
20,0,36,7
24,0,44,10
30,0,64,11
44,0,89,14
56,0,103,22
85,0,143,14
10,1,17,19
36,1,73,14
43,1,88,18
65,1,121,10
76,1,133,2
80,1,137,9
94,1,161,12
1,2,2,3
4,2,5,9
23,2,44,38
41,2,83,4
48,2,94,13
58,2,111,18
78,2,135,6
89,2,157,13
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
21,4,39,9
31,4,65,12
67,4,123,21
93,4,158,33
62,5,117,51
15,6,25,33
60,6,116,35
26,7,47,28
50,7,94,16
95,7,163,38
70,8,126,38
5,9,6,8
13,9,22,9
19,9,32,8
22,9,43,5
32,9,67,11
47,9,94,17
79,9,137,13
92,9,158,3
96,9,164,29
8,10,14,52
42,10,84,28
35,11,68,45
9,12,16,26
27,12,49,9
39,12,78,5
53,12,99,21
84,12,141,15
52,13,98,5
57,13,108,3
12,14,20,38
33,14,67,21
46,14,92,22
69,14,125,5
83,14,139,25
6,15,8,17
37,15,76,22
51,15,98,10
61,15,116,20
88,15,151,20
29,16,61,40
86,16,146,14
7,17,12,183
0,18,1,9
11,18,17,36
40,18,81,16
68,18,124,2
71,18,126,12
82,18,138,4
87,18,149,36
16,19,27,42
38,19,78,21
63,19,117,38
91,19,157,21
17,20,29,12
66,20,122,35
25,21,45,33
73,21,130,25
49,22,94,50
77,22,144,26
18,23,31,19
34,23,68,22
45,23,92,6
54,23,99,6
74,23,130,17
90,23,157,5
98,23,165,6
14,24,24,25
28,24,51,18
55,24,100,19
59,24,119,11
99,24,166,39
