Ship,Berth,MooringTime,HandlingTime
13,0,22,9
22,0,43,5
32,0,67,11
45,0,92,6
54,0,99,6
58,0,111,18
74,0,130,17
96,0,164,29
16,1,27,42
63,1,117,38
90,1,157,5
98,1,165,6
12,2,20,38
40,2,81,16
55,2,100,19
68,2,124,2
78,2,135,6
89,2,157,13
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
20,4,36,7
31,4,65,12
42,4,84,28
65,4,121,10
79,4,137,13
92,4,158,3
37,5,76,22
60,5,116,35
21,6,39,9
53,6,99,21
77,6,135,32
14,7,24,25
38,7,78,21
61,7,116,20
84,7,141,15
23,8,44,38
70,8,126,38
5,9,6,8
24,9,44,10
30,9,64,11
44,9,89,14
71,9,126,12
93,9,158,33
43,10,88,18
67,10,123,21
99,10,166,39
11,11,17,36
87,11,149,36
6,12,8,17
26,12,47,28
50,12,94,16
86,12,146,14
57,13,108,3
3,14,3,18
17,14,29,12
33,14,67,21
46,14,92,22
85,14,143,14
9,15,16,26
27,15,49,9
39,15,78,5
51,15,98,10
88,15,151,20
29,16,61,40
73,16,130,25
7,17,12,183
1,18,2,3
4,18,5,9
10,18,17,19
28,18,51,18
41,18,83,4
48,18,94,13
69,18,125,5
80,18,137,9
91,18,157,21
0,19,1,9
18,19,31,19
34,19,68,22
47,19,94,17
59,19,116,11
82,19,138,4
94,19,161,12
15,20,25,33
66,20,122,35
35,21,68,45
62,21,117,51
25,22,45,33
49,22,94,50
19,23,32,8
36,23,73,14
52,23,98,3
56,23,103,22
76,23,133,2
83,23,139,25
8,24,14,52
95,24,163,38
