Ship,Berth,MooringTime,HandlingTime
21,0,39,9
32,0,67,11
40,0,81,16
74,0,130,17
93,0,158,33
13,1,22,9
31,1,65,12
38,1,78,21
56,1,103,22
76,1,133,2
96,1,164,29
17,2,29,12
23,2,44,38
41,2,83,4
46,2,92,22
59,2,116,11
82,2,138,4
89,2,157,13
2,3,3,60
64,3,117,50
75,3,167,66
97,3,233,58
51,4,98,10
63,4,117,38
99,4,166,39
73,5,130,25
88,5,155,20
15,6,25,33
30,6,64,11
60,6,116,35
4,7,5,9
12,7,20,38
50,7,94,16
84,7,141,15
94,7,161,12
49,8,94,50
5,9,6,8
10,9,17,19
26,9,47,28
44,9,89,14
65,9,121,10
92,9,158,3
18,10,31,19
47,10,94,17
95,10,163,38
33,11,67,21
43,11,88,18
67,11,123,21
20,12,36,7
22,12,43,5
28,12,51,18
37,12,76,22
54,12,99,6
61,12,116,20
52,13,98,5
57,13,108,3
1,14,2,3
14,14,24,25
34,14,68,22
68,14,124,2
79,14,137,13
91,14,157,21
6,15,8,17
27,15,49,9
35,15,68,45
86,15,146,14
39,16,78,5
53,16,99,21
66,16,122,35
7,17,12,183
8,18,14,52
42,18,84,28
58,18,112,18
80,18,137,9
16,19,27,42
48,19,94,13
71,19,126,12
87,19,149,36
25,20,45,33
77,20,135,26
9,21,16,26
62,21,117,51
29,22,61,40
70,22,126,38
3,23,3,18
19,23,32,8
24,23,44,10
36,23,73,14
45,23,92,6
69,23,125,5
78,23,135,6
85,23,143,14
90,23,157,5
98,23,165,6
0,24,1,9
11,24,17,36
55,24,100,19
83,24,139,25
