Ship,Berth,MooringTime,HandlingTime
21,0,39,9
36,0,73,14
45,0,92,6
54,0,99,6
74,0,130,17
93,0,158,33
32,1,67,11
42,1,84,28
99,1,166,39
4,2,5,9
10,2,17,19
40,2,81,16
55,2,100,19
87,2,149,36
2,3,3,60
64,3,117,50
75,3,167,66
97,3,233,58
31,4,65,12
43,4,88,18
63,4,117,38
51,5,98,10
70,5,126,38
8,6,14,52
77,6,135,32
39,7,78,5
56,7,103,22
73,7,130,25
95,7,163,38
49,8,94,50
13,9,22,9
20,9,36,7
24,9,44,10
30,9,64,11
65,9,121,10
85,9,143,14
92,9,158,3
96,9,164,29
12,10,20,38
48,10,94,13
67,10,123,21
91,10,157,21
11,11,17,36
79,11,137,13
94,11,161,12
6,12,8,17
27,12,49,9
50,12,94,16
61,12,116,20
84,12,141,15
1,13,2,6
41,13,83,8
52,13,98,5
57,13,108,3
68,13,124,4
0,14,1,9
16,14,27,42
34,14,69,22
71,14,126,12
83,14,139,25
37,15,76,22
53,15,99,21
86,15,146,14
9,16,16,26
29,16,61,40
88,16,151,20
7,17,12,183
18,18,31,19
33,18,67,21
38,18,88,21
58,18,111,18
82,18,138,4
89,18,157,13
17,19,29,12
23,19,44,38
47,19,94,17
59,19,116,11
78,19,135,6
35,20,68,45
66,20,122,35
25,21,45,33
62,21,117,51
15,22,25,33
60,22,116,35
5,23,6,8
19,23,32,8
22,23,43,5
26,23,48,28
44,23,89,14
69,23,125,5
76,23,133,2
80,23,137,9
90,23,157,5
98,23,165,6
3,24,3,18
14,24,24,25
28,24,51,18
46,24,92,22
