Ship,Berth,MooringTime,HandlingTime
5,0,6,8
11,0,17,36
36,0,73,14
44,0,89,14
69,0,125,5
74,0,130,17
92,0,158,3
98,0,165,6
20,1,36,7
24,1,44,10
31,1,65,12
40,1,81,16
51,1,98,10
93,1,158,33
3,2,3,18
10,2,21,19
35,2,68,45
91,2,157,21
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
26,4,47,28
47,4,94,17
62,4,117,51
60,5,116,35
15,6,25,33
29,6,61,40
6,7,8,17
39,7,78,5
61,7,116,20
86,7,146,14
96,7,164,29
25,8,45,33
73,8,130,25
13,9,22,9
19,9,32,8
18,9,40,19
21,9,59,9
30,9,68,11
45,9,92,6
54,9,99,6
65,9,121,10
76,9,133,2
80,9,137,9
90,9,157,5
16,10,27,42
48,10,94,13
59,10,116,11
14,11,24,25
63,11,117,38
94,11,161,12
9,12,16,26
27,12,49,9
37,12,76,22
53,12,99,21
88,12,151,20
1,13,2,6
41,13,83,8
52,13,98,5
57,13,108,3
8,14,14,52
42,14,84,28
67,14,123,21
85,14,144,14
12,15,20,38
50,15,94,16
84,15,141,15
49,16,94,50
7,17,12,183
4,18,5,9
28,18,53,18
33,18,71,21
46,18,92,22
58,18,114,18
78,18,135,6
82,18,141,4
89,18,157,13
0,19,5,9
34,19,68,22
55,19,100,19
68,19,124,2
71,19,126,12
79,19,138,13
95,19,163,38
66,20,122,35
77,21,135,26
99,21,166,39
70,22,126,38
22,23,49,5
32,23,67,11
38,23,78,21
56,23,103,22
87,23,149,36
17,24,29,12
23,24,44,38
43,24,88,18
83,24,139,25
