Ship,Berth,MooringTime,HandlingTime
20,0,36,7
26,0,47,28
36,0,75,14
44,0,89,14
56,0,103,22
69,0,125,5
74,0,130,17
92,0,158,3
98,0,165,6
1,1,2,3
5,1,6,8
13,1,22,9
19,1,32,8
24,1,44,10
31,1,65,12
51,1,98,10
65,1,121,10
78,1,135,6
10,2,17,19
23,2,44,38
42,2,84,28
91,2,157,21
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
21,4,39,9
34,4,68,22
47,4,94,17
62,4,117,51
84,5,141,15
15,6,25,33
60,6,116,35
6,7,8,17
27,7,49,9
39,7,78,5
61,7,116,20
87,7,149,36
49,8,94,50
3,9,3,18
17,9,29,12
22,9,43,5
30,9,64,11
45,9,92,6
54,9,99,6
76,9,133,2
80,9,137,9
90,9,157,5
96,9,164,29
16,10,27,42
48,10,94,13
59,10,116,11
28,11,51,18
46,11,92,22
9,12,16,26
37,12,76,22
88,12,151,20
41,13,83,8
52,13,98,5
57,13,108,3
0,14,1,9
14,14,24,25
35,14,68,45
67,14,123,21
85,14,144,14
94,14,161,12
50,15,94,16
73,15,130,25
93,15,158,33
29,16,61,40
86,16,146,14
7,17,12,183
11,18,17,36
33,18,67,21
58,18,111,18
82,18,138,4
89,18,157,13
4,19,5,9
8,19,14,52
40,19,81,16
55,19,100,19
68,19,124,2
71,19,126,12
79,19,138,13
95,19,163,38
66,20,122,35
25,21,45,33
77,21,135,26
70,22,126,38
18,23,31,19
32,23,67,11
38,23,78,21
53,23,99,21
83,23,139,25
12,24,20,38
43,24,88,18
63,24,117,38
99,24,166,39
