Ship,Berth,MooringTime,HandlingTime
5,0,6,8
8,0,14,52
36,0,73,14
44,0,89,14
56,0,103,22
74,0,130,17
92,0,158,3
98,0,165,6
20,1,36,7
24,1,44,10
31,1,65,12
51,1,98,10
93,1,158,33
10,2,21,19
23,2,44,38
42,2,84,28
68,2,124,2
71,2,126,12
91,2,157,21
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
14,4,24,25
47,4,94,17
99,4,166,39
37,5,76,22
60,5,116,35
62,6,117,51
27,7,49,9
39,7,78,5
50,7,94,16
61,7,116,20
86,7,146,14
70,8,126,38
13,9,22,9
19,9,32,8
18,9,40,19
21,9,59,9
30,9,68,11
45,9,92,6
54,9,99,6
76,9,133,2
80,9,137,9
90,9,157,5
11,10,17,36
48,10,94,13
83,10,139,25
38,11,78,21
63,11,117,38
94,11,161,12
6,12,8,17
26,12,47,28
53,12,99,21
88,12,151,20
1,13,2,6
41,13,83,8
52,13,98,5
57,13,108,3
12,14,20,38
40,14,81,16
59,14,116,11
87,14,149,36
9,15,16,26
35,15,68,45
84,15,141,15
49,16,94,50
7,17,12,183
4,18,5,9
28,18,53,18
33,18,71,21
46,18,92,22
58,18,114,18
78,18,135,6
82,18,141,4
89,18,157,13
0,19,1,9
16,19,27,42
34,19,69,22
55,19,100,19
69,19,125,5
79,19,137,13
29,20,61,40
77,20,135,26
25,21,45,33
73,21,130,25
15,22,25,33
66,22,122,35
3,23,3,18
22,23,43,5
32,23,67,11
65,23,121,10
85,23,143,14
96,23,164,29
17,24,29,12
43,24,88,18
67,24,123,21
95,24,163,38
