Ship,Berth,MooringTime,HandlingTime
10,0,17,19
35,0,68,45
65,0,121,10
90,0,157,5
98,0,165,6
20,1,36,7
22,1,43,5
32,1,67,11
45,1,92,6
54,1,99,6
68,1,124,2
80,1,137,9
96,1,164,29
3,2,3,18
18,2,31,19
34,2,68,22
52,2,98,3
58,2,111,18
82,2,138,4
87,2,149,36
2,3,3,60
64,3,117,50
75,3,167,66
97,3,233,58
14,4,24,25
31,4,65,12
43,4,88,18
62,4,117,51
15,5,25,33
51,5,98,10
73,5,130,25
29,6,61,40
66,6,122,35
5,7,6,8
21,7,39,9
39,7,78,5
42,7,84,28
84,7,141,15
60,8,116,35
13,9,22,9
24,9,44,10
30,9,64,11
44,9,89,14
56,9,103,22
69,9,125,5
76,9,133,2
78,9,135,6
85,9,143,14
92,9,158,3
94,9,161,12
12,10,20,38
33,10,67,21
47,10,94,17
11,11,17,36
83,11,139,25
9,12,16,26
27,12,49,9
36,12,73,14
61,12,116,20
57,13,108,3
23,14,44,38
40,14,82,16
48,14,98,13
63,14,117,38
89,14,157,13
6,15,8,17
50,15,94,16
71,15,126,12
86,15,146,14
49,16,94,50
7,17,12,183
0,18,1,9
17,18,29,12
28,18,51,18
41,18,83,4
55,18,100,19
67,18,123,21
95,18,163,38
1,19,2,3
4,19,5,9
16,19,27,42
38,19,78,21
59,19,116,11
79,19,137,13
91,19,157,21
37,20,76,22
77,20,135,26
25,21,45,33
88,21,151,20
70,22,126,38
19,23,32,8
26,23,47,28
53,23,99,21
74,23,130,17
93,23,158,33
8,24,14,52
46,24,92,22
99,24,166,39
