Ship,Berth,MooringTime,HandlingTime
10,0,17,19
24,0,44,10
40,0,81,16
53,0,99,21
59,0,120,11
92,0,158,3
98,0,165,6
13,1,22,9
31,1,65,12
43,1,88,18
85,1,143,14
96,1,164,29
23,2,44,38
42,2,84,28
63,2,117,38
91,2,157,21
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
26,4,47,28
47,4,94,17
62,4,117,51
82,5,138,4
88,5,151,20
29,6,61,40
66,6,122,35
6,7,8,17
39,7,78,5
61,7,116,20
86,7,146,14
60,8,116,35
5,9,6,8
19,9,32,8
18,9,40,19
21,9,59,9
30,9,68,11
36,9,79,14
45,9,93,6
54,9,99,6
44,9,105,14
65,9,121,10
90,9,157,5
14,10,24,25
71,10,126,12
80,10,138,9
16,11,27,42
94,11,161,12
27,12,49,9
37,12,76,22
51,12,98,10
69,12,125,5
76,12,133,2
79,12,137,13
1,13,2,6
41,13,83,8
52,13,98,5
57,13,108,3
68,13,124,4
8,14,14,52
35,14,68,45
67,14,123,21
9,15,16,26
50,15,94,16
74,15,130,17
49,16,94,50
84,16,144,15
7,17,12,183
4,18,5,9
17,18,29,12
28,18,51,18
33,18,69,21
46,18,92,22
58,18,114,18
89,18,157,13
95,18,170,38
0,19,5,9
11,19,17,36
34,19,68,22
55,19,100,19
78,19,135,6
87,19,149,36
25,20,45,33
73,20,130,25
15,21,25,33
83,21,139,25
70,22,126,38
77,22,164,26
3,23,3,18
20,23,36,7
22,23,43,5
32,23,67,11
38,23,78,21
56,23,103,22
93,23,158,33
12,24,20,38
48,24,94,13
99,24,166,39
