Ship,Berth,MooringTime,HandlingTime
11,0,23,32
40,0,73,15
55,0,107,15
79,1,167,42
3,2,9,23
36,2,63,4
46,2,84,58
15,3,24,31
48,3,86,8
67,3,142,14
75,3,159,31
20,4,27,37
2,5,7,9
12,5,23,9
16,5,32,8
28,5,40,9
31,5,50,17
37,5,71,18
72,5,151,7
0,6,3,19
24,6,30,21
50,6,96,17
56,6,115,29
71,6,150,30
14,7,24,19
44,7,79,11
19,8,27,28
42,8,74,26
60,8,120,9
77,8,164,25
8,9,18,12
38,9,72,17
61,9,126,11
68,9,143,18
47,10,85,28
69,10,147,35
25,11,31,40
57,11,116,90
5,12,13,8
18,12,26,8
1,13,5,5
23,13,30,18
41,13,73,9
54,13,105,5
73,13,154,11
78,13,167,22
22,14,28,51
66,14,136,38
21,15,28,32
70,15,148,45
13,16,24,25
33,16,55,28
49,16,88,10
63,16,129,15
7,17,17,26
30,17,48,23
45,17,82,7
65,17,130,39
4,18,11,5
9,18,19,9
17,18,28,7
26,18,35,10
35,18,61,4
39,18,72,5
43,18,78,10
51,18,96,13
53,18,109,14
59,18,123,1
62,18,127,9
76,18,160,7
74,18,167,11
6,19,16,3
10,19,20,5
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
