Ship,Berth,MooringTime,HandlingTime
13,0,24,25
55,0,107,15
79,1,167,42
14,2,24,19
21,2,43,32
46,2,84,58
9,3,19,9
15,3,28,31
36,3,63,4
44,3,79,11
50,3,96,17
56,3,115,29
67,3,144,14
76,3,160,7
20,4,27,37
47,4,85,28
2,5,7,9
16,5,25,8
33,5,55,28
71,5,150,30
7,6,17,26
28,6,43,9
30,6,52,23
45,6,82,7
65,6,130,39
1,8,5,5
8,8,18,12
41,8,73,9
72,8,151,7
74,8,158,11
12,9,23,9
37,9,71,18
60,9,120,9
73,9,154,11
69,10,147,35
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
34,12,60,8
19,13,27,28
42,13,74,26
11,14,23,32
35,14,61,4
54,14,105,5
61,14,126,11
68,14,143,18
22,15,28,51
70,15,148,45
23,16,30,18
38,16,72,17
49,16,89,10
77,16,164,25
0,17,3,19
24,17,30,21
43,17,78,10
63,17,129,15
75,17,159,31
4,18,11,5
3,18,16,23
17,18,39,7
26,18,46,10
31,18,56,17
39,18,73,5
40,18,78,15
48,18,93,8
51,18,101,13
53,18,114,14
59,18,128,1
62,18,129,9
66,18,138,38
78,18,176,22
5,19,13,8
18,19,26,8
27,19,36,5
29,19,42,6
32,19,52,5
52,19,100,3
64,19,129,4
