Ship,Berth,MooringTime,HandlingTime
8,0,18,12
37,0,71,18
70,0,148,45
3,1,9,23
79,1,167,42
21,2,28,32
51,2,96,13
59,2,118,1
78,2,167,22
11,3,23,32
66,3,136,38
12,4,23,9
47,4,85,28
69,4,147,35
2,5,7,9
9,5,19,9
28,5,40,9
49,5,88,10
55,5,107,15
61,5,126,11
72,5,151,7
15,6,24,31
36,6,63,4
48,6,86,8
75,6,159,31
20,7,27,37
44,7,79,11
50,7,96,17
23,8,30,18
30,8,48,23
38,8,72,17
62,8,127,9
73,8,154,11
24,9,30,21
40,9,73,15
60,9,120,9
63,9,129,15
76,9,160,7
22,10,28,51
74,10,158,11
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
18,12,26,8
27,12,36,5
52,12,100,3
64,12,129,4
14,13,24,19
31,13,50,17
42,13,74,26
68,13,143,18
1,14,5,5
4,14,11,5
19,14,27,28
35,14,61,4
41,14,73,9
53,14,104,14
67,14,142,14
17,15,26,7
39,15,72,5
46,15,84,58
13,16,24,25
33,16,55,28
77,16,164,25
7,17,17,26
43,17,78,10
56,17,115,29
71,17,150,30
0,18,3,19
16,18,25,8
26,18,34,10
45,18,82,7
54,18,105,5
65,18,130,39
5,19,13,8
29,19,42,6
32,19,52,5
34,19,60,8
