Ship,Berth,MooringTime,HandlingTime
17,0,26,7
26,0,34,10
51,0,96,13
61,0,126,11
71,0,150,30
21,1,28,32
79,1,167,42
11,2,23,32
35,2,61,4
56,2,115,29
15,3,24,31
43,3,78,10
50,3,96,17
68,3,143,18
22,4,28,51
42,4,79,26
2,5,7,9
8,5,18,12
23,5,30,18
37,5,71,18
60,5,120,9
73,5,154,11
0,6,3,19
30,6,48,23
66,6,136,38
20,7,27,37
69,7,147,35
14,8,24,19
33,8,55,28
63,8,129,15
72,8,151,7
16,9,25,8
24,9,33,21
31,9,54,17
38,9,72,17
67,9,142,14
47,10,85,28
70,10,148,45
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
29,12,42,6
64,12,129,4
1,13,5,5
12,13,23,9
28,13,40,9
45,13,82,7
55,13,107,15
77,13,164,25
4,14,11,5
19,14,27,28
39,14,72,5
53,14,104,14
62,14,127,9
74,14,158,11
9,15,19,9
46,15,84,58
3,16,9,23
40,16,73,15
49,16,88,10
75,16,159,31
7,17,17,26
36,17,63,4
48,17,86,8
76,17,160,7
78,17,167,22
13,18,24,25
41,18,73,9
44,18,82,11
54,18,105,5
59,18,118,1
65,18,130,39
5,19,13,8
18,19,26,8
27,19,36,5
32,19,52,5
34,19,60,8
52,19,100,3
