Ship,Berth,MooringTime,HandlingTime
11,0,23,32
40,0,73,15
49,0,88,10
73,0,154,11
17,1,26,7
79,1,167,42
3,2,9,23
46,2,84,58
0,3,3,19
15,3,24,31
44,3,79,11
75,3,159,31
20,4,27,37
2,5,7,9
12,5,23,9
31,5,50,17
38,5,72,17
51,5,96,13
63,5,129,15
28,6,40,9
36,6,63,4
45,6,82,7
50,6,96,17
56,6,115,29
71,6,150,30
69,7,147,35
19,8,27,28
33,8,55,28
55,8,107,15
14,9,24,19
35,9,61,4
41,9,73,9
48,9,86,8
53,9,104,14
74,9,158,11
16,10,25,8
47,10,85,28
25,11,31,40
57,11,116,90
5,12,13,8
18,12,26,8
8,13,18,12
13,13,30,25
42,13,74,26
60,13,120,9
72,13,151,7
22,14,28,51
65,14,130,39
21,15,28,32
70,15,148,45
23,16,30,18
37,16,71,18
61,16,126,11
68,16,143,18
77,16,164,25
7,17,17,26
30,17,52,23
66,17,136,38
1,18,5,5
4,18,11,5
9,18,19,9
26,18,34,10
24,18,44,21
39,18,72,5
43,18,78,10
54,18,105,5
59,18,118,1
62,18,127,9
67,18,142,14
76,18,160,7
78,18,167,22
6,19,16,3
10,19,20,5
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
