Ship,Berth,MooringTime,HandlingTime
8,0,18,12
23,0,30,18
33,0,55,28
79,1,167,42
14,2,24,19
31,2,50,17
46,2,84,58
68,2,143,18
0,3,3,19
11,3,23,32
43,3,78,10
56,3,115,29
76,3,160,7
20,4,27,37
2,5,7,9
13,5,24,25
41,5,73,9
49,5,88,10
55,5,107,15
73,5,154,11
9,6,19,9
15,6,28,31
44,6,79,11
50,6,96,17
65,6,130,39
78,6,169,22
19,8,27,28
38,8,72,17
53,8,104,14
62,8,127,9
17,9,26,7
45,9,82,7
47,10,85,28
69,10,147,35
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
27,12,36,5
64,12,129,4
16,13,25,8
28,13,40,9
37,13,71,18
60,13,120,9
72,13,151,7
77,13,164,25
4,14,11,5
22,14,28,51
39,14,79,5
54,14,105,5
71,14,150,30
21,15,28,32
70,15,148,45
12,16,23,9
35,16,61,4
42,16,74,26
66,16,136,38
7,17,17,26
30,17,48,23
63,17,129,15
1,18,5,5
3,18,10,23
26,18,34,10
24,18,44,21
36,18,65,4
40,18,73,15
48,18,88,8
51,18,96,13
59,18,118,1
61,18,126,11
67,18,142,14
74,18,158,11
75,18,169,31
5,19,13,8
18,19,26,8
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
