Ship,Berth,MooringTime,HandlingTime
16,0,25,8
35,0,61,4
37,0,71,18
59,0,118,1
68,0,143,18
77,0,164,25
19,1,27,28
79,1,167,42
3,2,9,23
26,2,34,10
70,2,148,45
24,3,30,21
44,3,79,11
56,3,115,29
76,3,160,7
78,3,167,22
20,4,27,37
47,4,85,28
8,5,18,12
23,5,30,18
48,5,86,8
55,5,107,15
62,5,127,9
72,5,151,7
0,6,3,19
43,6,78,10
50,6,96,17
63,6,129,15
71,6,150,30
13,7,24,25
38,7,72,17
11,8,23,32
33,8,55,28
49,8,88,10
14,9,24,19
39,9,72,5
60,9,120,9
73,9,154,11
12,10,23,9
69,10,147,35
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
34,12,60,8
7,13,17,26
30,13,48,23
42,13,74,26
54,13,105,5
22,14,28,51
66,14,136,38
21,15,28,32
46,15,84,58
2,16,7,9
17,16,26,7
40,16,73,15
53,16,104,14
67,16,142,14
74,16,158,11
15,17,24,31
36,17,63,4
65,17,130,39
1,18,5,5
4,18,11,5
9,18,19,9
28,18,40,9
31,18,50,17
41,18,73,9
45,18,82,7
51,18,96,13
61,18,126,11
75,18,159,31
5,19,13,8
18,19,26,8
27,19,36,5
29,19,42,6
32,19,52,5
52,19,100,3
64,19,129,4
