Ship,Berth,MooringTime,HandlingTime
3,0,9,23
40,0,73,15
49,0,88,10
53,0,104,14
79,1,167,42
13,2,24,25
46,2,84,58
74,2,158,11
11,3,23,32
48,3,86,8
56,3,115,29
75,3,159,31
20,4,27,37
2,5,7,9
12,5,23,9
16,5,32,8
31,5,50,17
38,5,72,17
51,5,96,13
73,5,154,11
7,6,17,26
28,6,43,9
30,6,52,23
65,6,130,39
36,7,63,4
19,8,27,28
42,8,74,26
55,8,107,15
14,9,24,19
41,9,73,9
50,9,96,17
63,9,129,15
47,10,85,28
69,10,147,35
25,11,31,40
57,11,116,90
5,12,13,8
18,12,26,8
8,13,18,12
24,13,30,21
33,13,55,28
60,13,120,9
72,13,151,7
22,14,28,51
44,14,79,11
71,14,150,30
21,15,28,32
70,15,148,45
23,16,30,18
37,16,71,18
54,16,105,5
68,16,143,18
77,16,164,25
0,17,3,19
15,17,24,31
66,17,136,38
1,18,5,5
4,18,11,5
9,18,19,9
17,18,28,7
26,18,35,10
35,18,66,4
39,18,72,5
43,18,78,10
45,18,88,7
59,18,118,1
61,18,126,11
62,18,137,9
67,18,146,14
76,18,160,7
78,18,167,22
6,19,16,3
10,19,20,5
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
