Ship,Berth,MooringTime,HandlingTime
8,0,18,12
24,0,30,21
37,0,71,18
12,1,23,9
79,1,167,42
22,2,28,51
70,2,148,45
0,3,3,19
11,3,23,32
43,3,78,10
56,3,115,29
76,3,160,7
20,4,27,37
2,5,7,9
13,5,24,25
49,5,88,10
55,5,107,15
9,6,19,9
15,6,28,31
44,6,79,11
50,6,96,17
65,6,130,39
78,6,169,22
19,8,27,28
42,8,74,26
53,8,104,14
62,8,127,9
17,9,26,7
73,9,154,11
47,10,85,28
69,10,147,35
25,11,31,40
57,11,116,90
6,12,16,3
16,13,25,8
38,13,72,17
60,13,120,9
72,13,151,7
77,13,164,25
4,14,11,5
14,14,24,19
28,14,43,9
36,14,63,4
41,14,73,9
45,14,82,7
54,14,105,5
71,14,150,30
21,15,28,32
40,15,73,15
46,15,88,58
23,16,30,18
33,16,55,28
68,16,143,18
7,17,17,26
30,17,48,23
63,17,129,15
66,17,144,38
1,18,5,5
3,18,10,23
26,18,34,10
31,18,50,17
35,18,67,4
39,18,72,5
48,18,86,8
51,18,96,13
59,18,118,1
61,18,126,11
67,18,142,14
74,18,158,11
75,18,169,31
5,19,13,8
10,19,21,5
18,19,26,8
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
