Ship,Berth,MooringTime,HandlingTime
11,0,23,32
37,0,71,18
73,0,154,11
79,1,167,42
3,2,9,23
48,2,86,8
54,2,105,5
70,2,148,45
15,3,24,31
56,3,115,29
75,3,159,31
20,4,27,37
12,5,23,9
16,5,32,8
31,5,50,17
41,5,73,9
51,5,96,13
68,5,143,18
0,6,3,19
28,6,40,9
50,6,96,17
71,6,150,30
78,6,180,22
69,7,147,35
19,8,27,28
33,8,55,28
55,8,107,15
61,8,126,11
2,9,7,9
14,9,24,19
42,9,74,26
63,9,129,15
47,10,85,28
67,10,142,14
25,11,31,40
57,11,116,90
5,12,13,8
18,12,26,8
8,13,18,12
13,13,30,25
36,13,63,4
40,13,73,15
60,13,120,9
72,13,151,7
22,14,28,51
65,14,130,39
21,15,28,32
46,15,84,58
23,16,30,18
35,16,61,4
38,16,72,17
49,16,89,10
77,16,164,25
7,17,17,26
30,17,48,23
44,17,79,11
66,17,136,38
1,18,5,5
4,18,11,5
9,18,19,9
17,18,28,7
26,18,35,10
24,18,45,21
39,18,72,5
43,18,78,10
45,18,88,7
53,18,104,14
59,18,118,1
62,18,137,9
76,18,160,7
74,18,167,11
6,19,16,3
10,19,20,5
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
