Ship,Berth,MooringTime,HandlingTime
19,0,27,28
70,0,148,45
79,1,167,42
21,2,28,32
35,2,61,4
41,2,73,9
51,2,96,13
63,2,129,15
9,3,19,9
24,3,30,21
56,3,115,29
76,3,160,7
78,3,167,22
13,4,24,25
69,4,147,35
3,5,9,23
45,5,82,7
55,5,107,15
72,5,151,7
77,5,164,25
11,6,23,32
36,6,63,4
44,6,79,11
65,6,130,39
46,7,84,58
8,8,18,12
23,8,30,18
40,8,73,15
49,8,88,10
60,8,120,9
73,8,154,11
12,9,23,9
28,9,40,9
37,9,71,18
71,9,150,30
20,10,27,37
47,10,85,28
25,11,31,40
57,11,116,90
5,12,13,8
27,12,36,5
32,12,52,5
2,13,7,9
16,13,25,8
42,13,74,26
66,13,136,38
0,14,3,19
14,14,24,19
31,14,50,17
39,14,72,5
53,14,104,14
67,14,142,14
22,15,28,51
62,15,127,9
74,15,158,11
15,16,24,31
38,16,72,17
75,16,159,31
7,17,17,26
30,17,48,23
43,17,78,10
50,17,96,17
1,18,5,5
4,18,11,5
17,18,26,7
26,18,34,10
33,18,55,28
48,18,86,8
54,18,105,5
59,18,118,1
61,18,126,11
68,18,143,18
6,19,16,3
10,19,20,5
18,19,26,8
29,19,42,6
34,19,60,8
52,19,100,3
64,19,129,4
