Ship,Berth,MooringTime,HandlingTime
7,0,31,43
42,1,116,59
14,2,53,34
43,2,116,6
46,2,124,10
2,3,10,15
22,3,72,12
34,3,102,40
11,4,40,22
23,4,72,49
3,5,11,12
15,5,63,6
37,5,106,25
18,6,64,47
44,6,117,44
21,7,68,30
38,7,110,6
48,7,125,8
4,8,14,12
12,8,41,19
16,8,64,2
24,8,81,20
45,8,119,14
51,8,140,44
29,9,95,64
6,10,26,31
17,10,64,5
36,10,103,8
58,10,163,7
0,11,2,6
19,11,68,8
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
10,12,40,15
33,12,102,20
49,12,128,10
57,12,163,8
5,13,24,8
13,13,49,10
20,13,68,16
53,13,153,35
25,14,85,12
32,14,100,35
56,14,158,5
27,15,88,51
8,16,33,12
39,16,111,12
47,16,124,19
31,17,97,21
59,17,165,16
1,18,7,8
9,18,36,17
26,18,87,13
35,18,103,4
40,18,111,13
52,18,142,35
28,19,94,32
54,19,155,37
