Ship,Berth,MooringTime,HandlingTime
7,0,31,43
39,0,111,12
27,1,88,68
23,2,72,49
17,3,64,5
25,3,85,12
34,3,102,40
56,3,158,5
2,4,10,15
9,4,36,17
53,4,153,35
37,5,106,25
54,5,155,37
18,6,64,47
45,6,119,14
21,7,68,30
32,7,100,35
12,8,41,19
44,8,117,44
29,9,95,64
8,10,33,12
14,10,53,34
38,10,110,6
0,11,2,6
15,11,63,6
30,11,97,8
50,11,138,12
55,11,158,42
3,12,11,12
22,12,72,12
33,12,102,20
49,12,128,10
58,12,163,7
4,13,14,12
10,13,40,15
20,13,68,16
41,13,113,4
48,13,125,8
24,14,81,20
51,14,140,44
11,15,40,22
19,15,68,8
42,15,116,36
36,16,103,8
40,16,111,13
47,16,124,19
59,16,165,16
6,17,26,31
31,17,97,21
1,18,7,8
5,18,24,8
13,18,49,10
16,18,64,2
26,18,87,13
35,18,103,4
43,18,116,6
46,18,124,10
57,18,163,8
28,19,94,32
52,19,142,35
