Ship,Berth,MooringTime,HandlingTime
7,0,31,43
59,0,165,16
27,1,88,68
11,2,40,22
18,2,64,47
10,3,40,15
25,3,85,12
34,3,102,40
56,3,158,5
4,4,14,12
9,4,36,17
24,4,81,20
46,4,124,10
37,5,106,25
54,5,155,37
23,6,72,49
45,6,121,14
21,7,68,30
32,7,100,35
12,8,41,19
52,8,142,35
29,9,95,64
14,10,53,34
33,10,102,20
15,11,63,6
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
20,12,68,16
35,12,103,4
43,12,116,6
47,12,124,19
58,12,163,7
2,13,10,15
17,13,64,5
38,13,110,6
48,13,125,8
53,13,153,35
3,14,11,12
39,14,111,12
51,14,140,44
19,15,68,8
42,15,116,36
36,16,103,8
44,16,117,44
6,17,26,31
31,17,97,21
0,18,2,6
1,18,8,8
5,18,24,8
13,18,49,10
16,18,64,2
26,18,87,13
40,18,111,13
49,18,128,10
57,18,163,8
8,19,33,12
22,19,72,12
28,19,94,32
