Ship,Berth,MooringTime,HandlingTime
7,0,31,43
36,0,103,8
39,0,111,12
42,1,116,59
26,2,87,13
44,2,117,44
57,2,163,8
25,3,85,12
34,3,102,40
58,3,163,7
2,4,10,15
51,4,140,44
37,5,106,25
54,5,155,37
11,6,40,22
18,6,64,47
13,7,49,10
21,7,68,30
40,7,111,13
12,8,41,19
23,8,72,49
29,9,95,64
3,10,11,12
8,10,33,12
32,10,100,35
0,11,2,6
15,11,63,6
19,11,69,8
35,11,103,4
50,11,138,12
55,11,158,42
24,12,81,20
43,12,116,6
47,12,124,19
59,12,165,16
16,13,64,2
20,13,68,16
30,13,97,8
41,13,113,4
48,13,125,8
53,13,153,35
10,14,40,15
22,14,72,12
38,14,110,6
45,14,119,14
56,14,158,5
27,15,88,51
14,16,53,34
33,16,102,20
6,17,26,31
31,17,97,21
46,17,124,10
1,18,7,8
5,18,24,8
9,18,36,17
17,18,64,5
49,18,128,10
52,18,142,35
4,19,14,12
28,19,94,32
