Ship,Berth,MooringTime,HandlingTime
7,0,31,43
36,0,103,8
29,1,95,43
18,2,64,47
56,2,158,5
57,2,163,8
1,3,7,8
22,3,72,12
34,3,102,40
58,3,163,7
10,4,40,15
44,4,117,44
5,5,24,8
37,5,106,25
59,5,165,16
14,6,53,34
54,6,155,37
11,7,40,22
21,7,68,30
4,8,14,12
13,8,49,10
20,8,68,16
38,8,110,6
45,8,119,14
23,9,72,49
49,9,128,10
3,10,11,12
6,10,26,31
48,10,125,8
0,11,2,6
30,11,97,8
35,11,105,4
41,11,113,4
50,11,138,12
55,11,158,42
8,12,33,12
25,12,85,12
39,12,111,12
47,12,124,19
2,13,10,15
17,13,64,5
24,13,81,20
43,13,116,6
53,13,153,35
32,14,100,35
51,14,140,44
27,15,88,51
42,15,139,36
12,16,41,19
33,16,102,20
31,17,97,21
46,17,124,10
9,18,36,17
16,18,64,2
19,18,68,8
26,18,87,13
40,18,111,13
52,18,142,35
15,19,63,6
28,19,94,32
