Ship,Berth,MooringTime,HandlingTime
5,0,6,8
11,0,17,36
41,0,83,4
56,0,103,22
76,0,133,2
82,0,138,4
87,0,149,36
34,1,68,22
45,1,92,6
51,1,98,10
69,1,125,5
93,1,158,33
4,2,5,9
10,2,17,19
35,2,68,45
58,2,113,18
78,2,135,6
95,2,163,38
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
21,4,39,9
31,4,65,12
43,4,88,18
62,4,117,51
1,5,2,3
77,5,135,26
29,6,61,40
60,6,116,35
6,7,8,17
39,7,78,5
50,7,94,16
61,7,116,20
86,7,146,14
49,8,94,50
13,9,22,9
20,9,36,7
22,9,43,5
30,9,64,11
44,9,89,14
59,9,116,11
79,9,137,13
89,9,157,13
12,10,20,38
42,10,84,28
18,11,31,19
83,11,139,25
27,12,49,9
53,12,99,21
73,12,130,25
92,12,158,3
96,12,164,29
52,13,98,5
57,13,108,3
3,14,3,18
14,14,24,25
28,14,51,18
38,14,78,21
55,14,100,19
67,14,123,21
9,15,16,26
36,15,73,14
88,15,151,20
15,16,25,33
84,16,141,15
7,17,12,183
17,18,29,12
23,18,44,38
46,18,92,22
63,18,117,38
91,18,157,21
0,19,1,9
8,19,14,52
33,19,67,21
48,19,94,13
71,19,126,12
80,19,138,9
94,19,161,12
25,20,45,33
66,20,122,35
26,21,47,28
37,21,76,22
70,22,126,38
19,23,32,8
24,23,44,10
32,23,67,11
40,23,81,16
54,23,99,6
65,23,121,10
74,23,131,17
90,23,157,5
98,23,165,6
16,24,27,42
47,24,94,17
68,24,124,2
85,24,143,14
99,24,166,39
