Ship,Berth,MooringTime,HandlingTime
19,0,32,8
26,0,47,28
38,0,78,21
76,0,133,2
78,0,135,6
95,0,163,38
16,1,27,42
36,1,73,14
99,1,166,39
3,2,3,18
17,2,29,12
58,2,111,18
80,2,137,9
87,2,149,36
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
28,4,51,18
40,4,81,16
51,4,98,10
59,4,116,11
93,4,158,33
25,5,45,33
77,5,135,26
29,6,61,40
60,6,116,35
18,7,31,19
39,7,78,5
55,7,100,19
86,7,146,14
31,8,65,12
53,8,99,21
70,8,126,38
14,9,24,25
30,9,64,11
45,9,92,6
54,9,99,6
65,9,121,10
79,9,137,13
90,9,157,5
96,9,164,29
11,10,17,36
42,10,84,28
35,11,68,45
63,11,117,38
6,12,8,17
22,12,43,5
37,12,76,22
61,12,116,20
88,12,151,20
52,13,98,5
57,13,108,3
12,14,20,38
41,14,83,4
48,14,94,13
71,14,126,12
82,14,138,4
91,14,157,21
21,15,39,9
27,15,49,9
50,15,94,16
73,15,130,25
15,16,25,33
74,16,130,17
7,17,12,183
1,18,2,3
4,18,5,9
8,18,14,52
33,18,67,21
47,18,94,17
68,18,124,2
94,18,161,12
0,19,1,9
10,19,17,19
34,19,68,22
46,19,92,22
67,19,123,21
89,19,157,13
9,20,16,26
66,20,122,35
84,20,157,15
62,21,117,51
49,22,94,50
5,23,6,8
13,23,22,9
20,23,36,7
24,23,44,10
32,23,67,11
44,23,89,14
56,23,103,22
85,23,143,14
92,23,158,3
98,23,165,6
23,24,44,38
43,24,88,18
69,24,125,5
83,24,139,25
