Ship,Berth,MooringTime,HandlingTime
5,0,6,8
19,0,32,8
30,0,64,11
40,0,81,16
59,0,116,11
76,0,133,2
82,0,138,4
92,0,158,3
96,0,164,29
16,1,27,42
51,1,98,10
65,1,121,10
83,1,139,25
1,2,2,3
17,2,29,12
38,2,78,21
58,2,111,18
79,2,137,13
89,2,157,13
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
28,4,51,18
45,4,92,6
55,4,100,19
93,4,158,33
66,5,122,35
99,5,166,39
9,6,16,26
29,6,61,40
84,6,141,15
12,7,20,38
39,7,78,5
54,7,99,6
73,7,130,25
53,8,99,21
70,8,126,38
0,9,1,9
14,9,24,25
36,9,73,14
44,9,89,14
56,9,103,22
90,9,157,5
98,9,165,6
11,10,17,36
42,10,84,28
85,10,143,14
35,11,68,45
63,11,117,38
20,12,36,7
22,12,43,5
26,12,48,28
37,12,76,22
88,12,151,20
52,13,98,5
57,13,108,3
3,14,3,18
18,14,31,19
48,14,94,13
71,14,126,12
87,14,149,36
6,15,8,17
27,15,49,9
31,15,65,12
61,15,116,20
86,15,146,14
15,16,25,33
49,16,94,50
75,17,130,131
8,18,14,52
33,18,67,21
47,18,94,17
68,18,124,2
78,18,135,6
91,18,157,21
4,19,5,9
10,19,17,19
34,19,68,22
46,19,92,22
67,19,123,21
94,19,161,12
60,20,116,35
25,21,45,33
50,21,94,16
77,21,135,26
21,22,39,9
62,22,117,51
13,23,22,9
24,23,44,10
32,23,67,11
74,23,130,17
95,23,163,38
23,24,44,38
41,24,83,4
43,24,88,18
69,24,125,5
80,24,137,9
