Ship,Berth,MooringTime,HandlingTime
13,0,22,9
19,0,32,8
24,0,44,10
30,0,64,11
38,0,78,21
53,0,99,21
65,0,121,10
92,0,158,3
36,1,73,14
63,1,117,38
93,1,158,33
1,2,2,3
17,2,29,12
28,2,51,18
41,2,83,4
47,2,94,17
68,2,124,2
71,2,126,12
87,2,149,36
2,3,3,60
64,3,117,50
75,3,167,66
97,3,233,58
8,4,14,52
32,4,67,11
51,4,98,10
90,4,157,5
60,5,116,35
88,5,151,20
29,6,61,40
62,6,117,51
39,7,78,5
42,7,84,28
61,7,116,20
84,7,141,15
49,8,94,50
5,9,6,8
20,9,36,7
26,9,47,28
45,9,92,6
54,9,99,6
76,9,133,2
79,9,137,13
96,9,164,29
12,10,20,38
43,10,88,18
89,10,157,13
14,11,24,25
35,11,68,45
6,12,8,17
21,12,39,9
27,12,49,9
37,12,76,22
74,12,130,17
86,12,147,14
52,13,98,5
57,13,108,3
3,14,3,18
18,14,31,19
40,14,81,16
55,14,100,19
69,14,125,5
82,14,138,4
95,14,163,38
9,15,16,26
31,15,65,12
50,15,94,16
83,15,139,25
15,16,25,33
66,16,122,35
7,17,12,183
4,18,5,9
11,18,17,36
34,18,68,22
46,18,92,22
59,18,116,11
80,18,137,9
94,18,161,12
0,19,1,9
10,19,17,19
33,19,67,21
48,19,94,13
58,19,111,18
78,19,135,6
91,19,157,21
22,20,43,5
77,20,135,26
25,21,45,33
73,21,130,25
70,22,126,38
16,23,27,42
44,23,89,14
56,23,103,22
85,23,143,14
98,23,165,6
23,24,44,38
67,24,123,21
99,24,166,39
