Ship,Berth,MooringTime,HandlingTime
5,0,6,8
17,0,29,12
26,0,47,28
45,0,92,6
56,0,103,22
79,0,137,13
90,0,157,5
98,0,165,6
11,1,17,36
31,1,65,12
51,1,98,10
65,1,121,10
82,1,138,4
12,2,20,38
38,2,78,21
58,2,111,18
80,2,137,9
89,2,157,13
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
18,4,31,19
36,4,73,14
43,4,88,18
62,4,117,51
77,5,135,26
29,6,61,40
60,6,116,35
6,7,8,17
30,7,64,11
39,7,78,5
61,7,116,20
86,7,146,14
70,8,126,38
3,9,3,18
20,9,36,7
24,9,44,10
32,9,67,11
44,9,89,14
68,9,124,2
76,9,133,2
93,9,158,33
42,10,84,28
99,10,166,39
35,11,68,45
71,11,126,12
21,12,39,9
27,12,49,9
37,12,76,22
53,12,99,21
84,12,141,15
52,13,98,5
57,13,108,3
14,14,24,25
28,14,51,18
34,14,69,22
55,14,100,19
67,14,123,21
95,14,163,38
9,15,16,26
50,15,94,16
88,15,151,20
66,16,122,35
7,17,12,183
0,18,1,9
10,18,17,19
23,18,44,38
46,18,92,22
63,18,117,38
91,18,157,21
1,19,2,3
4,19,5,9
8,19,14,52
33,19,67,21
47,19,94,17
59,19,116,11
78,19,135,6
87,19,149,36
15,20,25,33
83,20,139,25
25,21,45,33
73,21,130,25
49,22,94,50
13,23,22,9
19,23,32,8
22,23,43,5
40,23,81,16
54,23,99,6
74,23,130,17
92,23,158,3
96,23,164,29
16,24,27,42
41,24,83,4
48,24,94,13
69,24,125,5
85,24,143,14
94,24,161,12
