Ship,Berth,MooringTime,HandlingTime
5,0,6,8
19,0,32,8
26,0,47,28
45,0,92,6
53,0,99,21
76,0,133,2
90,0,157,5
98,0,165,6
10,1,17,19
21,1,39,9
31,1,65,12
51,1,98,10
74,1,130,17
91,1,157,21
3,2,3,18
28,2,51,18
41,2,83,4
47,2,94,17
68,2,124,2
71,2,126,12
79,2,138,13
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
8,4,14,52
36,4,73,14
44,4,89,14
60,5,116,35
15,6,25,33
29,6,61,40
6,7,8,17
39,7,78,5
50,7,94,16
61,7,116,20
84,7,141,15
49,8,94,50
13,9,22,9
32,9,67,11
40,9,81,16
54,9,99,6
65,9,121,10
85,9,143,14
93,9,158,33
12,10,20,38
42,10,84,28
78,10,135,6
14,11,24,25
63,11,117,38
22,12,43,5
27,12,49,9
30,12,64,11
37,12,76,22
58,12,111,18
88,12,151,20
52,13,98,5
57,13,108,3
1,14,2,3
18,14,31,19
34,14,68,22
55,14,100,19
82,14,138,4
87,14,149,36
35,15,68,45
73,15,130,25
92,15,158,3
9,16,16,26
66,16,122,35
7,17,12,183
4,18,5,9
17,18,29,12
33,18,67,21
46,18,92,22
69,18,125,5
95,18,163,38
0,19,1,9
16,19,27,42
48,19,94,13
59,19,116,11
80,19,137,9
89,19,157,13
25,20,45,33
43,20,88,18
86,20,146,14
11,21,17,36
62,21,117,51
70,22,126,38
77,22,164,26
20,23,36,7
24,23,44,10
38,23,78,21
56,23,103,22
83,23,139,25
96,23,164,29
23,24,44,38
67,24,123,21
99,24,166,39
