Ship,Berth,MooringTime,HandlingTime
19,0,32,8
38,0,78,21
59,0,116,11
76,0,133,2
78,0,135,6
92,0,158,3
95,0,163,38
21,1,39,9
40,1,81,16
67,1,123,21
99,1,166,39
3,2,3,18
16,2,27,42
47,2,94,17
58,2,111,18
79,2,137,13
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
8,4,14,52
51,4,98,10
93,4,158,33
60,5,116,35
15,6,25,33
29,6,61,40
84,6,141,15
10,7,17,19
20,7,36,7
39,7,78,5
50,7,94,16
61,7,116,20
86,7,146,14
53,8,99,21
70,8,126,38
13,9,22,9
22,9,43,5
30,9,64,11
45,9,92,6
54,9,99,6
65,9,121,10
90,9,157,5
96,9,164,29
14,10,24,25
42,10,84,28
87,10,149,36
11,11,17,36
63,11,117,38
6,12,8,17
26,12,47,28
37,12,76,22
88,12,151,20
52,13,98,5
57,13,108,3
1,14,2,3
12,14,20,38
41,14,83,4
55,14,100,19
71,14,126,12
94,14,161,12
27,15,49,9
35,15,68,45
73,15,130,25
9,16,16,26
36,16,73,14
74,16,130,17
7,17,12,183
4,18,5,9
18,18,31,19
33,18,67,21
48,18,94,13
68,18,124,2
82,18,138,4
91,18,157,21
0,19,1,9
17,19,29,12
28,19,51,18
34,19,69,22
46,19,92,22
69,19,125,5
80,19,137,9
89,19,157,13
31,20,65,12
66,20,122,35
25,21,45,33
62,21,117,51
49,22,94,50
77,22,144,26
5,23,6,8
24,23,44,10
32,23,67,11
44,23,89,14
56,23,103,22
85,23,143,14
98,23,165,6
23,24,44,38
43,24,88,18
83,24,139,25
