Ship,Berth,MooringTime,HandlingTime
7,0,31,43
29,1,95,43
19,2,68,8
51,2,140,44
1,3,7,8
5,3,24,8
20,3,68,16
25,3,85,12
39,3,111,12
48,3,125,8
9,4,36,17
23,4,72,49
3,5,11,12
41,5,113,4
54,5,155,37
10,6,40,15
17,6,64,5
44,6,117,44
11,7,40,22
21,7,68,30
12,8,41,19
18,8,64,47
24,9,81,20
34,9,102,40
6,10,26,31
36,10,103,8
59,10,165,16
0,11,2,6
15,11,63,6
30,11,97,8
35,11,105,4
50,11,138,12
56,11,158,5
55,11,163,42
37,12,106,25
53,12,153,35
4,13,14,12
14,13,53,34
38,13,110,6
43,13,116,6
46,13,124,10
57,13,163,8
2,14,10,15
16,14,64,2
32,14,100,35
58,14,163,7
27,15,88,51
42,15,139,36
8,16,33,12
33,16,102,20
47,16,124,19
31,17,97,21
45,17,119,14
13,18,49,10
26,18,87,13
40,18,111,13
49,18,128,10
52,18,142,35
22,19,72,12
28,19,94,32
