Ship,Berth,MooringTime,HandlingTime
18,0,64,47
29,1,95,43
14,2,53,34
41,2,113,4
45,2,119,14
1,3,7,8
5,3,24,8
15,3,63,6
38,3,110,6
52,3,142,35
40,4,111,13
48,4,125,8
51,4,140,44
3,5,11,12
25,5,85,12
32,5,100,35
24,6,81,20
44,6,117,44
12,7,41,19
21,7,68,30
30,7,98,8
39,7,111,12
4,8,14,12
13,8,49,10
17,8,64,5
20,8,69,16
43,8,116,6
49,8,128,10
34,9,102,40
56,9,158,5
57,9,163,8
6,10,26,31
36,10,103,8
59,10,165,16
0,11,2,6
16,11,64,2
19,11,68,8
35,11,103,4
55,11,158,42
22,12,72,12
33,12,102,20
47,12,124,19
58,12,163,7
10,13,40,15
50,13,138,12
53,13,153,35
23,14,72,49
27,15,88,51
42,15,139,36
7,16,31,43
37,16,106,25
11,17,40,22
31,17,97,21
9,18,36,17
26,18,87,13
46,18,124,10
54,18,155,37
2,19,10,15
8,19,33,12
28,19,94,32
