Ship,Berth,MooringTime,HandlingTime
37,0,106,25
51,0,140,44
27,1,88,68
1,2,7,8
12,2,41,19
20,2,68,16
57,2,163,8
3,3,11,12
10,3,40,15
22,3,72,12
39,3,111,12
46,3,124,10
56,3,158,5
58,3,163,7
5,4,24,8
16,4,64,2
23,4,72,49
4,5,14,12
8,5,33,12
17,5,64,5
33,5,102,20
48,5,125,8
18,6,64,47
45,6,119,14
6,7,26,31
21,7,68,30
2,8,10,15
44,8,117,44
29,9,95,64
14,10,53,34
36,10,103,8
49,10,128,10
0,11,2,6
15,11,63,6
19,11,69,8
30,11,97,8
35,11,105,4
41,11,113,4
55,11,158,42
13,12,49,10
25,12,85,12
38,12,110,6
47,12,124,19
59,12,165,16
24,13,81,20
43,13,116,6
52,13,142,35
26,14,87,13
53,14,153,35
31,15,97,21
42,15,118,36
7,16,31,43
34,16,102,40
32,17,100,35
9,18,36,17
40,18,111,13
50,18,138,12
54,18,155,37
11,19,40,22
28,19,94,32
