Ship,Berth,MooringTime,HandlingTime
7,0,31,43
57,0,163,8
29,1,95,43
45,2,119,14
51,2,140,44
24,3,81,20
44,3,117,44
58,3,163,7
23,4,72,49
46,4,124,10
4,5,14,12
33,5,102,20
54,5,155,37
11,6,40,22
18,6,64,47
12,7,41,19
21,7,68,30
2,8,10,15
10,8,40,15
20,8,68,16
38,8,110,6
48,8,125,8
17,9,64,5
34,9,102,40
1,10,7,8
39,10,111,12
47,10,124,19
59,10,165,16
0,11,2,6
15,11,63,6
19,11,69,8
30,11,97,8
35,11,105,4
41,11,113,4
50,11,138,12
55,11,158,42
3,12,11,12
8,12,33,12
37,12,106,25
56,12,158,5
14,13,53,34
40,13,111,13
53,13,153,35
6,14,26,31
32,14,100,35
27,15,88,51
42,15,139,36
22,16,72,12
25,16,85,12
36,16,103,8
49,16,128,10
13,17,49,10
31,17,97,21
5,18,24,8
9,18,36,17
16,18,64,2
26,18,87,13
43,18,116,6
52,18,142,35
28,19,94,32
