Ship,Berth,MooringTime,HandlingTime
8,0,33,12
36,0,103,8
47,0,124,19
59,0,165,16
29,1,95,43
18,2,64,47
5,3,24,8
10,3,40,15
22,3,72,12
25,3,85,12
39,3,111,12
46,3,124,10
11,4,40,22
44,4,117,44
14,5,53,34
37,5,106,25
4,6,14,12
9,6,36,17
20,6,68,16
48,6,125,8
56,6,158,5
57,6,163,8
12,7,41,19
21,7,68,30
17,8,64,5
23,8,72,49
24,9,81,20
34,9,102,40
6,10,26,31
32,10,100,35
0,11,2,6
16,11,64,2
19,11,68,8
30,11,97,8
41,11,113,4
50,11,138,12
55,11,158,42
33,12,102,20
54,12,155,37
2,13,10,15
38,13,110,6
45,13,119,14
53,13,153,35
40,14,111,13
51,14,140,44
27,15,88,51
42,15,139,36
7,16,31,43
15,17,63,6
31,17,97,21
58,17,163,7
1,18,7,8
13,18,49,10
26,18,87,13
35,18,103,4
43,18,116,6
49,18,128,10
52,18,142,35
3,19,11,12
28,19,94,32
