Ship,Berth,MooringTime,HandlingTime
7,0,31,43
33,0,102,20
29,1,95,43
12,2,41,19
20,2,68,16
40,2,111,13
39,3,111,12
48,3,125,8
52,3,142,35
4,4,14,12
18,4,64,47
8,5,33,12
44,5,117,44
10,6,40,15
24,6,81,20
35,6,103,4
38,6,110,6
49,6,128,10
6,7,26,31
21,7,68,30
34,8,102,40
53,8,153,35
23,9,72,49
14,10,53,34
37,10,106,25
0,11,2,6
15,11,63,6
30,11,97,8
50,11,138,12
55,11,158,42
3,12,11,12
16,12,64,2
22,12,72,12
25,12,85,12
41,12,113,4
59,12,165,16
19,13,68,8
45,13,119,14
54,13,155,37
9,14,36,17
32,14,100,35
27,15,88,51
42,15,139,36
2,16,10,15
36,16,103,8
47,16,124,19
58,16,163,7
11,17,40,22
31,17,97,21
1,18,7,8
5,18,24,8
13,18,49,10
17,18,64,5
26,18,87,13
43,18,116,6
46,18,124,10
56,18,158,5
57,18,163,8
28,19,94,32
51,19,140,44
