Ship,Berth,MooringTime,HandlingTime
36,0,103,8
43,0,116,6
53,0,153,35
42,1,116,59
12,2,41,19
24,2,81,20
38,2,110,6
49,2,128,10
3,3,11,12
9,3,36,17
15,3,63,6
30,3,97,8
39,3,111,12
56,3,158,5
58,3,163,7
4,4,14,12
13,4,49,10
44,4,117,44
8,5,33,12
32,5,100,35
57,5,163,8
11,6,40,22
23,6,72,49
21,7,68,30
34,7,102,40
10,8,40,15
18,8,64,47
29,9,95,64
6,10,26,31
45,10,119,14
59,10,165,16
0,11,2,6
16,11,64,2
19,11,68,8
35,11,103,4
41,11,113,4
50,11,138,12
55,11,158,42
2,12,10,15
20,12,68,16
37,12,106,25
14,13,53,34
54,13,155,37
1,14,7,8
51,14,140,44
27,15,88,51
22,16,72,12
25,16,85,12
33,16,102,20
48,16,125,8
31,17,97,21
47,17,124,19
5,18,24,8
17,18,64,5
26,18,87,13
40,18,111,13
46,18,124,10
52,18,142,35
7,19,31,43
28,19,94,32
