Ship,Berth,MooringTime,HandlingTime
3,0,9,23
37,0,71,18
55,0,107,15
72,0,151,7
12,1,23,9
47,1,85,28
19,2,27,28
41,2,73,9
46,2,84,58
70,2,148,45
11,3,23,32
43,3,78,10
50,3,96,17
75,3,159,31
20,4,27,37
2,5,7,9
7,5,17,26
38,5,72,17
60,5,120,9
67,5,142,14
0,6,3,19
28,6,40,9
36,6,63,4
45,6,82,7
63,6,129,15
76,6,160,7
78,6,167,22
79,7,167,42
13,8,24,25
35,8,61,4
42,8,74,26
62,8,127,9
73,8,154,11
14,9,24,19
30,9,48,23
17,10,26,7
69,10,147,35
25,11,31,40
57,11,116,90
5,12,13,8
8,13,18,12
24,13,30,21
33,13,55,28
49,13,88,10
59,13,118,1
77,13,164,25
9,14,19,9
22,14,28,51
61,14,126,11
74,14,158,11
21,15,28,32
53,15,104,14
68,15,143,18
23,16,30,18
40,16,73,15
54,16,105,5
65,16,130,39
15,17,24,31
48,17,86,8
66,17,136,38
1,18,5,5
4,18,11,5
16,18,25,8
26,18,34,10
31,18,50,17
39,18,72,5
44,18,79,11
51,18,96,13
56,18,115,29
71,18,150,30
6,19,16,3
10,19,20,5
18,19,26,8
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
