Ship,Berth,MooringTime,HandlingTime
2,0,7,9
8,0,18,12
42,0,74,26
53,0,104,14
73,0,154,11
23,1,30,18
74,1,158,11
79,1,169,42
15,2,24,31
46,2,84,58
0,3,3,19
30,3,48,23
56,3,115,29
76,3,160,7
21,4,28,32
47,4,85,28
69,4,147,35
1,5,5,5
17,5,26,7
28,5,40,9
35,5,61,4
44,5,79,11
50,5,96,17
67,5,142,14
7,6,17,26
36,6,63,4
45,6,82,7
75,6,159,31
16,7,25,8
63,7,129,15
70,7,148,45
14,8,24,19
41,8,73,9
48,8,86,8
55,8,107,15
62,8,127,9
72,8,151,7
13,9,24,25
38,9,72,17
49,9,89,10
60,9,120,9
20,10,27,37
66,10,136,38
25,11,31,40
58,11,118,73
5,12,13,8
18,12,26,8
34,12,60,8
9,13,19,9
24,13,30,21
37,13,71,18
71,13,150,30
4,14,11,5
19,14,27,28
40,14,73,15
54,14,105,5
59,14,118,1
78,14,167,22
22,15,28,51
51,15,96,13
61,15,126,11
12,16,23,9
31,16,50,17
39,16,72,5
43,16,78,10
77,16,164,25
11,17,23,32
65,17,130,39
3,18,9,23
26,18,34,10
33,18,55,28
68,18,143,18
6,19,16,3
10,19,20,5
27,19,36,5
29,19,42,6
32,19,52,5
52,19,100,3
64,19,129,4
