Ship,Berth,MooringTime,HandlingTime
22,0,28,51
17,1,26,7
79,1,167,42
13,2,24,25
33,2,55,28
51,2,96,13
62,2,127,9
70,2,148,45
9,3,19,9
30,3,48,23
48,3,86,8
67,3,142,14
76,3,160,7
78,3,167,22
20,4,27,37
47,4,85,28
69,4,147,35
12,5,23,9
39,5,72,5
49,5,88,10
55,5,107,15
73,5,154,11
0,6,3,19
11,6,23,32
44,6,79,11
65,6,130,39
7,8,17,26
38,8,72,17
60,8,120,9
72,8,151,7
14,9,24,19
19,10,27,28
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
8,13,18,12
24,13,30,21
37,13,71,18
66,13,136,38
1,14,5,5
4,14,11,5
16,14,25,8
26,14,34,10
31,14,50,17
40,14,73,15
53,14,104,14
59,14,118,1
61,14,126,11
74,14,158,11
21,15,28,32
46,15,84,58
2,16,7,9
23,16,30,18
35,16,61,4
42,16,74,26
54,16,105,5
68,16,143,18
77,16,164,25
15,17,24,31
43,17,78,10
63,17,129,15
71,17,150,30
3,18,9,23
28,18,40,9
36,18,63,4
41,18,73,9
45,18,82,7
50,18,96,17
56,18,115,29
75,18,159,31
5,19,13,8
18,19,26,8
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
