Ship,Berth,MooringTime,HandlingTime
16,0,25,8
41,0,73,9
60,0,120,9
70,0,148,45
20,1,27,37
69,1,147,35
4,2,11,5
9,2,19,9
24,2,30,21
35,2,61,4
40,2,73,15
62,2,127,9
0,3,3,19
15,3,24,31
43,3,78,10
22,4,28,51
47,4,85,28
23,5,30,18
33,5,55,28
49,5,88,10
55,5,107,15
72,5,151,7
36,6,63,4
48,6,86,8
50,6,96,17
63,6,129,15
76,6,160,7
78,6,167,22
21,7,28,32
37,7,71,18
79,7,167,42
19,8,27,28
42,8,74,26
54,8,105,5
2,9,7,9
17,9,26,7
26,9,34,10
30,9,48,23
45,9,82,7
73,9,154,11
8,10,18,12
46,10,84,58
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
27,12,36,5
29,12,42,6
32,12,52,5
52,12,100,3
14,13,24,19
39,13,72,5
56,13,115,29
71,13,150,30
13,14,24,25
53,14,104,14
66,14,136,38
1,15,5,5
7,15,17,26
67,15,142,14
75,15,159,31
12,16,23,9
38,16,72,17
68,16,143,18
77,16,164,25
11,17,23,32
44,17,79,11
65,17,130,39
3,18,9,23
28,18,40,9
31,18,50,17
51,18,96,13
59,18,118,1
61,18,126,11
74,18,158,11
5,19,13,8
18,19,26,8
34,19,60,8
64,19,129,4
