Ship,Berth,MooringTime,HandlingTime
14,0,24,19
42,0,74,26
47,1,85,28
21,2,28,32
46,2,84,58
70,2,148,45
0,3,3,19
11,3,23,32
43,3,78,10
67,3,142,14
76,3,160,7
78,3,167,22
20,4,27,37
8,5,18,12
23,5,30,18
40,5,73,15
49,5,88,10
55,5,107,15
72,5,151,7
9,6,19,9
24,6,30,21
36,6,63,4
44,6,79,11
63,6,129,15
71,6,150,30
79,7,167,42
17,8,26,7
28,8,40,9
37,8,71,18
60,8,120,9
68,8,143,18
3,9,9,23
33,9,55,28
73,9,154,11
12,10,23,9
69,10,147,35
25,11,31,40
57,11,116,90
5,12,13,8
2,13,7,9
7,13,17,26
30,13,48,23
51,13,96,13
19,14,27,28
35,14,61,4
41,14,73,9
48,14,86,8
54,14,105,5
61,14,126,11
74,14,158,11
22,15,28,51
53,15,104,14
65,15,130,39
13,16,24,25
38,16,72,17
77,16,164,25
15,17,24,31
56,17,115,29
75,17,159,31
1,18,5,5
4,18,11,5
16,18,25,8
26,18,34,10
31,18,50,17
39,18,72,5
45,18,82,7
50,18,96,17
59,18,118,1
62,18,127,9
66,18,136,38
6,19,16,3
10,19,20,5
18,19,26,8
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
