Ship,Berth,MooringTime,HandlingTime
12,0,23,9
70,0,148,45
79,1,167,42
21,2,28,32
46,2,84,58
15,3,24,31
45,3,82,7
63,3,129,15
68,3,144,18
75,3,162,31
20,4,27,37
3,5,9,23
24,5,32,21
40,5,73,15
49,5,88,10
60,5,120,9
65,5,130,39
11,6,23,32
30,6,55,23
43,6,78,10
56,6,115,29
71,6,150,30
2,8,7,9
14,8,24,19
37,8,71,18
53,8,104,14
72,8,151,7
13,9,24,25
38,9,72,17
47,10,85,28
69,10,147,35
25,11,31,40
57,11,116,90
5,12,13,8
8,13,18,12
23,13,30,18
33,13,55,28
55,13,107,15
73,13,154,11
1,14,5,5
4,14,11,5
19,14,27,28
39,14,72,5
51,14,96,13
62,14,127,9
76,14,160,7
22,15,28,51
17,16,26,7
31,16,50,17
42,16,74,26
54,16,105,5
77,16,164,25
9,17,19,9
7,17,28,26
48,17,86,8
66,17,136,38
0,18,3,19
16,18,25,8
26,18,34,10
28,18,44,9
35,18,61,4
36,18,65,4
41,18,73,9
44,18,82,11
50,18,96,17
59,18,118,1
61,18,126,11
67,18,142,14
74,18,158,11
78,18,169,22
6,19,16,3
10,19,20,5
18,19,26,8
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
