Ship,Berth,MooringTime,HandlingTime
0,0,1,9
14,0,24,25
32,0,67,11
53,0,99,21
74,0,130,17
90,0,157,5
12,1,20,38
31,1,65,12
56,1,103,22
93,1,158,33
3,2,3,18
11,2,21,36
33,2,67,21
47,2,94,17
63,2,117,38
91,2,157,21
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
22,4,43,5
36,4,73,14
44,4,89,14
62,4,117,51
77,5,135,26
9,6,16,26
39,6,78,5
50,6,94,16
66,6,122,35
6,7,8,17
21,7,39,9
27,7,49,9
35,7,68,45
88,7,151,20
70,8,126,38
5,9,6,8
13,9,22,9
19,9,32,8
26,9,47,28
45,9,92,6
54,9,99,6
65,9,121,10
76,9,133,2
85,9,143,14
92,9,158,3
98,9,165,6
18,10,31,19
52,10,98,3
68,10,124,2
79,10,137,13
94,10,161,12
17,11,29,12
28,11,51,18
80,11,137,9
37,12,76,22
51,12,98,10
61,12,116,20
84,12,141,15
57,13,108,3
16,14,27,42
40,14,81,16
55,14,100,19
71,14,126,12
95,14,163,38
24,15,44,10
38,15,78,21
73,15,130,25
15,16,25,33
49,16,94,50
7,17,12,183
8,18,14,52
34,18,68,22
46,18,92,22
59,18,116,11
82,18,138,4
87,18,149,36
1,19,2,3
4,19,5,9
10,19,17,19
23,19,44,38
41,19,83,4
48,19,94,13
69,19,125,5
78,19,135,6
89,19,157,13
29,20,61,40
25,21,45,33
86,21,146,14
60,22,116,35
20,23,36,7
30,23,64,11
42,23,84,28
67,23,123,21
96,23,164,29
43,24,88,18
58,24,111,18
83,24,139,25
99,24,166,39
