Ship,Berth,MooringTime,HandlingTime
13,0,22,9
18,0,31,19
26,0,50,28
44,0,89,14
67,0,123,21
92,0,158,3
94,0,161,12
5,1,6,8
19,1,32,8
22,1,43,5
31,1,65,12
45,1,92,6
51,1,98,10
74,1,130,17
90,1,157,5
4,2,5,9
10,2,17,19
17,2,36,12
35,2,68,45
59,2,116,11
78,2,135,6
89,2,157,13
2,3,3,60
64,3,117,50
75,3,167,66
97,3,233,58
20,4,36,7
24,4,44,10
36,4,73,14
62,4,117,51
73,5,130,25
15,6,25,33
66,6,122,35
39,7,78,5
50,7,94,16
61,7,116,20
88,7,151,20
70,8,126,38
0,9,1,9
14,9,24,25
32,9,67,11
40,9,81,16
54,9,99,6
65,9,121,10
76,9,133,2
82,9,138,4
87,9,149,36
43,10,88,18
63,10,117,38
46,11,92,22
83,11,139,25
6,12,8,17
21,12,39,9
27,12,49,9
30,12,64,11
37,12,76,22
84,12,141,15
98,12,165,6
52,13,98,5
57,13,108,3
3,14,3,18
12,14,21,38
33,14,67,21
47,14,94,17
58,14,111,18
85,14,143,14
9,15,16,26
86,15,146,14
96,15,164,29
49,16,94,50
7,17,12,183
11,18,17,36
28,18,53,18
38,18,78,21
55,18,100,19
71,18,126,12
79,18,138,13
91,18,157,21
1,19,2,3
8,19,14,52
41,19,83,4
48,19,94,13
80,19,137,9
95,19,163,38
29,20,61,40
25,21,45,33
53,21,99,21
77,21,135,26
60,22,116,35
16,23,27,42
34,23,69,22
56,23,103,22
68,23,125,2
93,23,158,33
23,24,44,38
42,24,84,28
69,24,125,5
99,24,166,39
