Ship,Berth,MooringTime,HandlingTime
32,0,67,11
38,0,78,21
68,0,124,2
74,0,130,17
93,0,158,33
13,1,22,9
20,1,36,7
22,1,43,5
31,1,65,12
43,1,88,18
58,1,111,18
98,1,165,6
1,2,2,3
10,2,17,19
35,2,68,45
59,2,116,11
82,2,138,4
91,2,157,21
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
26,4,47,28
55,4,100,19
62,4,119,51
49,5,94,50
29,6,61,40
66,6,122,35
6,7,8,17
27,7,49,9
39,7,78,5
50,7,94,16
88,7,151,20
60,8,116,35
19,9,32,8
24,9,44,10
30,9,64,11
44,9,89,14
56,9,103,22
90,9,157,5
96,9,164,29
16,10,27,42
40,10,81,16
71,10,126,12
42,11,84,28
87,11,149,36
8,12,14,52
37,12,76,22
54,12,99,6
84,12,141,15
52,13,98,5
57,13,108,3
3,14,3,18
14,14,24,25
34,14,68,22
48,14,94,13
78,14,135,6
85,14,143,14
94,14,161,12
12,15,20,38
67,15,123,21
86,15,146,14
9,16,16,26
61,16,116,20
7,17,12,183
4,18,5,9
17,18,29,12
23,18,44,38
41,18,83,4
47,18,94,17
63,18,117,38
89,18,157,13
0,19,1,9
18,19,31,19
33,19,67,21
46,19,92,22
69,19,125,5
80,19,137,9
95,19,163,38
15,20,25,33
51,20,98,10
73,20,130,25
25,21,45,33
77,21,135,26
70,22,126,38
5,23,6,8
21,23,39,9
28,23,51,18
36,23,73,14
45,23,92,6
53,23,99,21
65,23,121,10
76,23,133,2
79,23,137,13
92,23,158,3
11,24,17,36
83,24,139,25
99,24,166,39
