Ship,Berth,MooringTime,HandlingTime
18,0,31,19
41,0,83,4
44,0,89,14
56,0,103,22
74,0,130,17
93,0,158,33
20,1,36,7
22,1,43,5
31,1,65,12
47,1,94,17
65,1,121,10
96,1,164,29
10,2,17,19
34,2,68,22
48,2,94,13
58,2,111,18
80,2,137,9
95,2,163,38
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
21,4,39,9
30,4,64,11
43,4,88,18
62,4,117,51
77,5,135,26
29,6,61,40
60,6,116,35
6,7,8,17
24,7,44,10
39,7,78,5
42,7,84,28
61,7,116,20
86,7,146,14
49,8,94,50
5,9,6,8
13,9,22,9
19,9,32,8
26,9,47,28
46,9,92,22
76,9,133,2
79,9,137,13
90,9,157,5
98,9,165,6
16,10,27,42
99,10,166,39
3,11,3,18
23,11,44,38
9,12,16,26
35,12,68,45
84,12,141,15
57,13,108,3
1,14,2,3
11,14,17,36
38,14,78,21
83,14,139,25
27,15,49,9
37,15,76,22
53,15,99,21
73,15,130,25
15,16,25,33
36,16,73,14
50,16,94,16
7,17,12,183
0,18,1,9
8,18,14,52
33,18,67,21
52,18,98,3
69,18,125,5
82,18,138,4
91,18,157,21
4,19,5,9
17,19,29,12
28,19,51,18
40,19,81,16
55,19,100,19
68,19,124,2
71,19,126,12
87,19,149,36
25,20,45,33
66,20,122,35
51,21,98,10
67,21,123,21
88,21,151,20
70,22,126,38
14,23,24,25
32,23,67,11
45,23,92,6
54,23,99,6
59,23,116,11
78,23,135,6
85,23,143,14
92,23,158,3
94,23,161,12
12,24,20,38
63,24,117,38
89,24,157,13
