Ship,Berth,MooringTime,HandlingTime
19,0,32,8
28,0,51,18
44,0,89,14
56,0,103,22
85,0,143,14
21,1,39,9
31,1,65,12
51,1,98,10
67,1,123,21
99,1,166,39
12,2,20,38
38,2,78,21
55,2,100,19
80,2,137,9
91,2,157,21
2,3,3,60
64,3,117,50
81,3,167,50
97,3,217,58
26,4,47,28
62,4,117,51
53,5,99,21
70,5,126,38
4,6,5,9
22,6,43,5
29,6,61,40
76,6,133,2
88,6,151,20
16,7,27,42
40,7,81,16
73,7,130,25
49,8,94,50
86,8,146,14
5,9,6,8
14,9,24,25
34,9,68,22
46,9,92,22
65,9,121,10
92,9,158,3
94,9,161,12
8,10,14,52
63,10,117,38
3,11,3,18
18,11,31,19
42,11,84,28
23,12,44,38
61,12,116,20
98,12,165,6
52,13,98,5
57,13,108,3
35,14,68,45
78,14,135,6
87,14,149,36
9,15,16,26
27,15,49,9
30,15,64,11
37,15,76,22
84,15,141,15
15,16,25,33
66,16,122,35
69,17,125,5
72,17,130,131
0,18,1,9
10,18,17,19
33,18,67,21
58,18,111,18
79,18,137,13
89,18,157,13
1,19,2,3
17,19,29,12
41,19,83,4
47,19,94,17
68,19,124,2
71,19,126,12
82,19,138,4
95,19,163,38
6,20,8,17
48,20,94,13
60,20,116,35
32,21,67,11
39,21,78,5
77,21,135,26
96,21,164,29
25,22,45,33
50,22,94,16
59,22,116,11
93,22,158,33
13,23,22,9
20,23,36,7
24,23,44,10
36,23,73,14
45,23,92,6
54,23,99,6
74,23,130,17
90,23,157,5
11,24,17,36
43,24,88,18
83,24,139,25
