Ship,Berth,MooringTime,HandlingTime
3,0,3,18
20,0,36,7
22,0,43,5
38,0,78,21
54,0,99,6
67,0,123,21
96,0,164,29
13,1,22,9
21,1,39,9
31,1,65,12
43,1,88,18
71,1,126,12
83,1,139,25
4,2,5,9
11,2,17,36
28,2,53,18
41,2,83,4
46,2,92,22
68,2,124,2
79,2,137,13
89,2,157,13
2,3,3,60
64,3,117,50
75,3,167,66
97,3,233,58
30,4,64,11
51,4,98,10
62,4,117,51
73,5,130,25
29,6,61,40
66,6,122,35
32,7,67,11
50,7,94,16
61,7,116,20
88,7,151,20
70,8,126,38
0,9,1,9
19,9,32,8
26,9,47,28
40,9,81,16
52,9,98,3
65,9,121,10
76,9,133,2
78,9,135,6
85,9,143,14
90,9,157,5
98,9,165,6
18,10,31,19
59,10,116,11
99,10,166,39
17,11,29,12
47,11,94,17
69,11,125,5
9,12,16,26
27,12,49,9
39,12,78,5
44,12,89,14
84,12,141,15
93,12,158,33
57,13,108,3
16,14,27,42
34,14,69,22
48,14,94,13
58,14,111,18
82,14,138,4
94,14,161,12
6,15,8,17
24,15,44,10
37,15,76,22
86,15,146,14
49,16,94,50
7,17,12,183
8,18,14,52
33,18,67,21
55,18,100,19
80,18,137,9
95,18,163,38
1,19,2,3
10,19,17,19
23,19,44,38
42,19,84,28
63,19,117,38
91,19,157,21
15,20,25,33
77,20,135,26
25,21,45,33
53,21,99,21
60,22,116,35
5,23,6,8
12,23,20,38
36,23,73,14
45,23,92,6
56,23,103,22
74,23,130,17
92,23,158,3
14,24,24,25
35,24,68,45
87,24,149,36
