Ship,Berth,MooringTime,HandlingTime
19,0,32,8
26,0,47,28
41,0,83,4
53,0,99,21
74,0,130,17
93,0,158,33
18,1,31,19
30,1,64,11
54,1,99,6
58,1,111,18
80,1,137,9
90,1,157,5
98,1,165,6
3,2,3,18
12,2,21,38
42,2,84,28
69,2,125,5
79,2,137,13
94,2,161,12
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
21,4,39,9
31,4,65,12
45,4,92,6
62,4,117,51
84,5,141,15
17,6,29,12
60,6,116,35
6,7,8,17
50,7,94,16
63,7,117,38
70,8,126,38
20,9,36,7
24,9,44,10
36,9,73,14
44,9,89,14
56,9,103,22
76,9,133,2
92,9,158,3
95,9,163,38
23,10,44,38
48,10,94,13
83,10,139,25
16,11,27,42
99,11,166,39
9,12,16,26
32,12,67,11
39,12,78,5
43,12,88,18
73,12,130,25
52,13,98,5
57,13,108,3
8,14,14,52
35,14,68,45
67,14,123,21
27,15,49,9
37,15,76,22
51,15,98,10
61,15,116,20
86,15,146,14
49,16,94,50
7,17,12,183
1,18,2,3
4,18,5,9
10,18,17,19
28,18,51,18
38,18,78,21
68,18,124,2
71,18,126,12
87,18,149,36
0,19,1,9
11,19,17,36
34,19,68,22
47,19,94,17
59,19,116,11
82,19,138,4
89,19,157,13
29,20,61,40
88,20,151,20
15,21,25,33
77,21,135,26
25,22,45,33
66,22,122,35
5,23,6,8
13,23,22,9
22,23,43,5
33,23,67,21
46,23,92,22
65,23,121,10
96,23,164,29
14,24,24,25
40,24,81,16
55,24,100,19
78,24,135,6
85,24,143,14
91,24,157,21
