Ship,Berth,MooringTime,HandlingTime
19,0,32,8
26,0,47,28
44,0,89,14
74,0,130,17
92,0,158,3
95,0,163,38
23,1,44,38
51,1,98,10
65,1,121,10
93,1,158,33
3,2,3,18
12,2,21,38
33,2,67,21
48,2,94,13
82,2,138,4
87,2,149,36
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
14,4,24,25
31,4,65,12
53,4,99,21
83,4,139,25
24,5,44,10
70,5,126,38
15,6,25,33
60,6,116,35
27,7,49,9
32,7,67,11
39,7,78,5
50,7,94,16
61,7,116,20
88,7,151,20
62,8,117,51
5,9,6,8
13,9,22,9
20,9,36,7
22,9,43,5
41,9,83,4
45,9,92,6
56,9,103,22
90,9,157,5
96,9,164,29
11,10,17,36
35,10,68,45
46,11,92,22
63,11,117,38
6,12,8,17
17,12,29,12
37,12,76,22
84,12,141,15
89,12,157,13
57,13,108,3
10,14,17,19
34,14,68,22
47,14,94,17
58,14,111,18
78,14,135,6
85,14,143,14
9,15,16,26
36,15,73,14
43,15,88,18
73,15,130,25
29,16,61,40
66,16,122,35
7,17,12,183
0,18,1,9
16,18,27,42
40,18,81,16
52,18,98,3
68,18,124,2
71,18,126,12
91,18,157,21
1,19,2,3
4,19,5,9
18,19,31,19
28,19,51,18
55,19,100,19
69,19,125,5
80,19,137,9
94,19,161,12
67,20,123,21
86,20,146,14
25,21,45,33
77,21,135,26
49,22,94,50
21,23,39,9
30,23,64,11
38,23,78,21
54,23,99,6
59,23,116,11
76,23,133,2
79,23,137,13
98,23,165,6
8,24,14,52
42,24,84,28
99,24,166,39
