Ship,Berth,MooringTime,HandlingTime
24,0,44,10
38,0,78,21
53,0,99,21
74,0,130,17
96,0,164,29
12,1,20,38
54,1,99,6
79,1,137,13
92,1,158,3
3,2,3,18
23,2,44,38
41,2,83,4
63,2,117,38
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
20,4,36,7
22,4,43,5
30,4,64,11
48,4,94,13
65,4,121,10
89,4,157,13
51,5,98,10
70,5,126,38
39,6,78,5
43,6,88,18
66,6,122,35
6,7,8,17
16,7,27,42
56,7,103,22
84,7,141,15
25,8,45,33
86,8,146,14
5,9,6,8
13,9,22,9
19,9,32,8
26,9,47,28
55,9,100,19
76,9,133,2
90,9,157,5
98,9,165,6
14,10,24,25
78,10,135,6
87,10,149,36
17,11,29,12
33,11,67,21
46,11,92,22
67,11,123,21
27,12,49,9
50,12,94,16
73,12,130,25
99,12,166,39
52,13,98,5
57,13,108,3
18,14,31,19
35,14,68,45
59,14,116,11
83,14,139,25
9,15,16,26
31,15,65,12
44,15,89,14
61,15,116,20
88,15,151,20
15,16,25,33
49,16,94,50
7,17,12,183
0,18,1,9
10,18,17,19
28,18,51,18
40,18,81,16
69,18,125,5
80,18,137,9
94,18,161,12
1,19,2,3
4,19,5,9
11,19,17,36
34,19,68,22
47,19,94,17
68,19,124,2
71,19,126,12
82,19,138,4
91,19,157,21
29,20,61,40
60,20,116,35
36,21,73,14
62,21,117,51
37,22,76,22
77,22,135,26
21,23,39,9
32,23,67,11
45,23,92,6
58,23,111,18
85,23,143,14
93,23,158,33
8,24,14,52
42,24,84,28
95,24,163,38
