Ship,Berth,MooringTime,HandlingTime
26,0,47,28
44,0,89,14
63,0,117,38
93,0,158,33
5,1,6,8
12,1,20,38
36,1,73,14
56,1,103,22
98,1,165,6
17,2,29,12
28,2,51,18
38,2,78,21
55,2,100,19
67,2,123,21
87,2,149,36
2,3,3,60
64,3,117,50
72,3,167,66
97,3,233,58
24,4,44,10
40,4,81,16
54,4,99,6
62,4,117,51
77,5,135,26
29,6,61,40
66,6,122,35
20,7,36,7
27,7,49,9
50,7,94,16
61,7,116,20
88,7,151,20
60,8,116,35
3,9,3,18
13,9,22,9
19,9,32,8
22,9,43,5
30,9,64,11
45,9,92,6
52,9,98,3
65,9,121,10
76,9,133,2
79,9,137,13
92,9,158,3
95,9,163,38
14,10,24,25
35,10,68,45
23,11,44,38
6,12,8,17
18,12,31,19
37,12,76,22
51,12,98,10
86,12,146,14
57,13,108,3
0,14,1,9
10,14,17,19
34,14,68,22
47,14,94,17
68,14,124,2
71,14,126,12
82,14,138,4
85,14,143,14
89,14,157,13
9,15,16,26
31,15,65,12
39,15,78,5
42,15,84,28
84,15,141,15
49,16,94,50
7,17,12,183
8,18,14,52
41,18,83,4
46,18,92,22
59,18,116,11
78,18,135,6
94,18,161,12
1,19,2,3
4,19,5,9
11,19,17,36
33,19,67,21
48,19,94,13
58,19,111,18
80,19,137,9
91,19,157,21
15,20,25,33
73,20,130,25
25,21,45,33
70,22,126,38
21,23,39,9
32,23,67,11
53,23,99,21
69,23,125,5
74,23,130,17
90,23,157,5
96,23,164,29
16,24,27,42
43,24,88,18
83,24,139,25
99,24,166,39
