Ship,Berth,MooringTime,HandlingTime
8,0,18,12
70,0,148,45
12,1,23,9
79,1,167,42
17,2,26,7
46,2,84,58
74,2,158,11
7,3,17,26
30,3,48,23
44,3,79,11
56,3,115,29
20,4,27,37
42,4,74,26
3,5,9,23
26,5,34,10
39,5,72,5
49,5,88,10
55,5,107,15
72,5,151,7
9,6,19,9
24,6,30,21
36,6,63,4
43,6,78,10
67,6,142,14
75,6,159,31
23,7,30,18
69,7,147,35
13,8,24,25
40,8,73,15
53,8,104,14
77,8,164,25
31,9,50,17
65,9,130,39
21,10,28,32
47,10,85,28
25,11,31,40
57,11,116,90
5,12,13,8
18,12,26,8
2,13,7,9
19,13,27,28
37,13,71,18
60,13,120,9
73,13,154,11
14,14,24,19
33,14,55,28
48,14,86,8
51,14,96,13
63,14,129,15
76,14,160,7
22,15,28,51
54,15,105,5
78,15,167,22
15,16,24,31
38,16,72,17
62,16,127,9
68,16,143,18
0,17,3,19
11,17,23,32
66,17,136,38
1,18,5,5
4,18,11,5
16,18,25,8
28,18,40,9
35,18,61,4
41,18,73,9
45,18,82,7
50,18,96,17
59,18,118,1
61,18,126,11
71,18,150,30
6,19,16,3
10,19,20,5
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
