Ship,Berth,MooringTime,HandlingTime
22,0,28,51
49,0,88,10
74,0,158,11
79,1,167,42
19,2,27,28
46,2,84,58
11,3,23,32
45,3,82,7
56,3,115,29
71,3,150,30
16,4,25,8
69,4,147,35
8,5,18,12
23,5,30,18
37,5,71,18
51,5,96,13
60,5,120,9
72,5,151,7
0,6,3,19
15,6,24,31
36,6,63,4
48,6,86,8
63,6,129,15
76,6,160,7
78,6,167,22
47,7,85,28
2,8,7,9
17,8,26,7
26,8,34,10
35,8,61,4
42,8,74,26
54,8,105,5
73,8,154,11
13,9,24,25
43,9,78,10
53,9,104,14
67,9,142,14
20,10,27,37
39,10,72,5
25,11,31,40
57,11,116,90
5,12,13,8
29,12,42,6
52,12,100,3
3,13,9,23
38,13,72,17
55,13,107,15
77,13,164,25
14,14,24,19
33,14,55,28
61,14,126,11
68,14,143,18
21,15,28,32
70,15,148,45
12,16,23,9
28,16,40,9
31,16,50,17
41,16,73,9
65,16,130,39
7,17,17,26
30,17,48,23
44,17,79,11
75,17,159,31
1,18,5,5
4,18,11,5
9,18,19,9
24,18,30,21
40,18,73,15
50,18,96,17
59,18,118,1
62,18,127,9
66,18,136,38
6,19,16,3
10,19,20,5
18,19,26,8
27,19,36,5
32,19,52,5
34,19,60,8
64,19,129,4
