Ship,Berth,MooringTime,HandlingTime
19,0,27,28
70,0,148,45
36,1,63,4
79,1,167,42
1,2,5,5
4,2,11,5
16,2,25,8
41,2,73,9
54,2,105,5
61,2,126,11
68,2,143,18
15,3,24,31
45,3,82,7
65,3,130,39
20,4,27,37
38,4,72,17
2,5,7,9
8,5,18,12
23,5,30,18
40,5,73,15
60,5,120,9
72,5,151,7
77,5,164,25
9,6,19,9
30,6,48,23
43,6,78,10
50,6,96,17
66,6,136,38
14,7,24,19
47,7,85,28
7,8,17,26
31,8,50,17
42,8,74,26
74,8,158,11
13,9,24,25
37,9,71,18
75,9,159,31
24,10,30,21
69,10,147,35
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
34,12,60,8
12,13,23,9
28,13,40,9
33,13,55,28
55,13,107,15
73,13,154,11
22,14,28,51
56,14,115,29
21,15,28,32
46,15,84,58
3,16,9,23
49,16,88,10
53,16,104,14
71,16,150,30
0,17,3,19
11,17,23,32
48,17,86,8
63,17,129,15
17,18,26,7
26,18,34,10
35,18,61,4
39,18,72,5
44,18,79,11
51,18,96,13
59,18,118,1
62,18,127,9
67,18,142,14
76,18,160,7
78,18,167,22
5,19,13,8
18,19,26,8
27,19,36,5
29,19,42,6
32,19,52,5
52,19,100,3
64,19,129,4
