Ship,Berth,MooringTime,HandlingTime
8,0,18,12
24,0,30,21
33,0,55,28
55,0,107,15
21,1,28,32
79,1,167,42
22,2,28,51
63,2,129,15
0,3,3,19
15,3,24,31
44,3,79,11
68,3,143,18
17,4,26,7
47,4,85,28
69,4,147,35
23,5,30,18
42,5,74,26
56,5,115,29
73,5,154,11
7,6,17,26
43,6,78,10
50,6,96,17
65,6,130,39
1,7,5,5
20,7,27,37
13,8,24,25
38,8,72,17
75,8,159,31
14,9,24,19
60,9,120,9
71,9,150,30
46,10,84,58
25,11,31,40
58,11,118,73
6,12,16,3
10,12,20,5
27,12,36,5
29,12,42,6
34,12,60,8
19,13,27,28
35,13,61,4
37,13,71,18
72,13,151,7
78,13,167,22
4,14,11,5
11,14,23,32
40,14,73,15
53,14,104,14
62,14,127,9
76,14,160,7
16,15,25,8
41,15,73,9
51,15,96,13
70,15,148,45
2,16,7,9
12,16,23,9
28,16,40,9
31,16,50,17
49,16,88,10
77,16,164,25
9,17,19,9
30,17,48,23
45,17,82,7
66,17,136,38
3,18,9,23
26,18,34,10
36,18,63,4
39,18,72,5
48,18,86,8
54,18,105,5
59,18,118,1
61,18,126,11
67,18,142,14
74,18,158,11
5,19,13,8
18,19,26,8
32,19,52,5
52,19,100,3
64,19,129,4
