Ship,Berth,MooringTime,HandlingTime
22,0,28,51
55,0,107,15
16,1,25,8
47,1,85,28
14,2,24,19
46,2,84,58
11,3,23,32
43,3,78,10
50,3,96,17
71,3,150,30
20,4,27,37
37,4,71,18
3,5,9,23
39,5,72,5
44,5,79,11
51,5,96,13
61,5,126,11
68,5,143,18
0,6,3,19
28,6,40,9
36,6,63,4
56,6,115,29
75,6,159,31
12,7,23,9
79,7,167,42
19,8,27,28
42,8,74,26
63,8,129,15
73,8,154,11
15,9,24,31
33,9,55,28
60,9,120,9
21,10,28,32
69,10,147,35
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
52,12,100,3
64,12,129,4
2,13,7,9
8,13,18,12
23,13,30,18
48,13,86,8
72,13,151,7
77,13,164,25
24,14,30,21
40,14,73,15
54,14,105,5
62,14,127,9
67,14,142,14
74,14,158,11
13,15,24,25
70,15,148,45
9,16,19,9
31,16,50,17
38,16,72,17
49,16,89,10
76,16,160,7
78,16,167,22
7,17,17,26
30,17,48,23
66,17,136,38
1,18,5,5
4,18,11,5
17,18,26,7
26,18,34,10
35,18,61,4
41,18,73,9
45,18,82,7
53,18,104,14
59,18,118,1
65,18,130,39
5,19,13,8
18,19,26,8
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
