Ship,Berth,MooringTime,HandlingTime
14,0,24,19
30,0,48,23
37,0,71,18
73,0,154,11
79,1,167,42
3,2,9,23
46,2,84,58
0,3,3,19
11,3,23,32
48,3,86,8
50,3,96,17
68,3,143,18
12,4,23,9
70,4,148,45
2,5,7,9
19,5,27,28
40,5,73,15
53,5,104,14
60,5,120,9
72,5,151,7
7,6,17,26
36,6,63,4
44,6,79,11
63,6,129,15
71,6,150,30
69,7,147,35
13,8,24,25
33,8,55,28
77,8,164,25
8,9,18,12
24,9,30,21
42,9,74,26
20,10,27,37
47,10,85,28
25,11,31,40
57,11,116,90
5,12,13,8
18,12,26,8
16,13,25,8
31,13,50,17
49,13,88,10
55,13,107,15
61,13,126,11
74,13,158,11
9,14,19,9
22,14,28,51
56,14,115,29
21,15,28,32
41,15,73,9
66,15,136,38
23,16,30,18
38,16,72,17
51,16,96,13
65,16,130,39
15,17,24,31
45,17,82,7
75,17,159,31
1,18,5,5
4,18,11,5
17,18,26,7
26,18,34,10
28,18,44,9
35,18,61,4
39,18,72,5
43,18,78,10
54,18,105,5
59,18,118,1
62,18,127,9
67,18,142,14
76,18,160,7
78,18,167,22
6,19,16,3
10,19,20,5
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
