Ship,Berth,MooringTime,HandlingTime
11,0,23,32
41,0,73,9
49,0,88,10
62,0,127,9
72,0,151,7
7,1,17,26
79,1,167,42
3,2,9,23
46,2,84,58
0,3,3,19
28,3,40,9
63,3,129,15
75,3,159,31
22,4,28,51
47,4,85,28
19,5,27,28
37,5,71,18
66,5,136,38
24,6,30,21
56,6,115,29
71,6,150,30
4,7,11,5
20,7,27,37
39,7,72,5
45,7,82,7
74,7,158,11
2,8,7,9
15,8,24,31
36,8,63,4
48,8,86,8
51,8,96,13
60,8,120,9
73,8,154,11
13,9,24,25
42,9,74,26
53,9,104,14
9,10,19,9
21,10,28,32
69,10,147,35
25,11,31,40
57,11,116,90
6,12,16,3
10,12,20,5
18,12,26,8
8,13,18,12
23,13,30,18
31,13,50,17
38,13,72,17
55,13,107,15
1,14,5,5
14,14,24,19
35,14,61,4
65,14,130,39
17,15,26,7
40,15,73,15
61,15,126,11
70,15,148,45
12,16,23,9
43,16,78,10
54,16,105,5
59,16,118,1
68,16,143,18
77,16,164,25
30,17,48,23
44,17,79,11
50,17,96,17
67,17,142,14
76,17,160,7
16,18,25,8
26,18,34,10
33,18,55,28
78,18,167,22
5,19,13,8
27,19,36,5
29,19,42,6
32,19,52,5
34,19,60,8
52,19,100,3
64,19,129,4
